state_name_x,city_name,place,description,state_name_y,best_time,ideal_duration
Tamil Nadu,Ooty, Ooty Flower Show ," The Ooty Flower Show is an annual event which is held in the Ooty Botanical Gardens. Often referred to as ‘The Showstopper of the South’, the Ooty Flower Show has been successfully setting the bar to grasp the global trends in floriculture for the past 123 years.  ",,,
Tamil Nadu,Ooty, Mukurthi National Park ," The culturally rich South-Indian state - Tamil Nadu – calls out tourists from all around the globe, and there is more than one reason to it. Be it the extravagance of architectural excellence in the form of magnificent temples, the serenity of the scenic beaches and the magical charm of the hill stations, Tamil Nadu is an absolute vacationers’ paradise.  ",,,
Tamil Nadu,Hogenakkal, Hogenakkal Falls ," The prime attraction of Hogenakkal are the Hogenakkal Falls. The Kaveri River forks into multiple streams and falls through multiple steps, making the site mesmerizing. ",,,
Tamil Nadu,Hogenakkal, Mettur Dam ," Mettur Dam, situated 30 miles from Salem in a small Mettur Village is one of the largest dams of India. The dam is surrounded by hilly range and is quite popular among tourists. ",,,
Tamil Nadu,Hogenakkal, Melagiri Hills ," After having seen the breathtaking falls, the next most attractive place of Hogenakkal are the Melagiri Hills. The Hills are a few km away and various trekking options upto the hill add to the thrill of finally seeing the ranges. ",,,
Tamil Nadu,Hogenakkal, Boating ," The place obviously has a lot of options for boating. A very unique kind of boat is available here. Often referred to as basket-boats, the circular vessels called Coracles. ",,,
Tamil Nadu,Hogenakkal, Pennagram Village ," The village is about 20 km away from Hogenakkal. The village is famous for its weekly fair that it holds every month to attract tourists. The village is also know for its brightly colored giant terracotta statues, which are known as Aiyanars. ",,,
Tamil Nadu,Hogenakkal, Theerthamalai Temple ," Theerthamalai is a popular pilgrim centre close to Hogenakkal. One of its most popular destinations is the Theerthamalai temple. Lord Theerthagireeswar, a form of Lord Shiva is the worshipping deity. ",,,
Tamil Nadu,Hogenakkal, Hanuman Theertham Temple ," About 1 km off the main temple is a temple dedicated to Lord Hanuman, Hanuman Theertham. According to an old legend, in order to worship to Lord Shiva, Lord Ram sent Lord Hanuman to fetch water from the River Ganga. ",,,
Tamil Nadu,Mahabalipuram, Shore Temple ," Built during the 7th century, Shore Temple is one of the oldest South Indian temples constructed in the Dravidian style and depicts the royal taste of the Pallava dynasty. ",,,
Tamil Nadu,Mahabalipuram, Mahabalipuram Beach ," Also known as Mamallapuram by locals, Mahabalipuram Beach is 58 km from Chennai city in Tamil Nadu. The beach lies on the shore of the Bay of Bengal and comprises some rock-cut sculptures.  The scintillating beach has golden sand all along the stretch and is also famous for caves, massive rathas, chariots and temples. The surfers and swimming lovers are bound to have an amazing time at the beach. ",,,
Tamil Nadu,Mahabalipuram, Five Rathas ," The Five Rathas, also known as Panch Rathas, is a exemplary set of rock temples. They are excellent examples of the evolution of Dravidian style architecture. ",,,
Tamil Nadu,Mahabalipuram, Arjuna's Penance ," The Arjuna's Penance is an enormous rock-cut relief, one of the largest in the whole world, situated in Mahabalipuram of Kanchipuram district, Tamil Nadu. ",,,
Tamil Nadu,Mahabalipuram, Alamparai Fort ," Situated about 50 km from Mahabalipuram near a village called Kadappakkam, Alamparai Fort is now mostly in ruins, however it is still a great place to visit. This fort, overlooking the sea is one of the most unknown historic places in Tamil Nadu. ",,,
Tamil Nadu,Mahabalipuram, Sadras ," Sadras is an exquisite beach resort that has taken full advantage of the beautiful landscape. The beaches that surround Mahabalipuram are beset by beautiful, green casuarinas groves. ",,,
Tamil Nadu,Mahabalipuram, Tiger Caves , Tiger's Caves is near the coastal village of Salurankuppam that is only 5 kilometers to the north of Mahabalipuram. This spectacular mandap contains a shrine that is solely dedicated to the wondrous goddess Durga. ,,,
Tamil Nadu,Mahabalipuram, Crocodile Bank , The Crocodile Bank is located 14 kilometers from Mahabalipuram. It was established by herpetologist Romulus Whitaker in 1976. It holds a varied species of Indian and African alligators and crocodiles. ,,,
Tamil Nadu,Mahabalipuram, Kovalam Beach Chennai ," The village of Kovalam was once upon a time a small fishing village that was located 15 kilometers from Mahabalipuram. Today, that fishing village is still there, but has also expanded to become one of the most exotic and spectacular beach resorts in all of India. ",,,
Tamil Nadu,Mahabalipuram, India Seashell Museum ," The newly built sea shell museum of Mahabalipuram is one of its kind in the country and the largest one in Asia. It is basically a repository of various kinds of sea shell kept with an aim to educate its visitors. There over over 40,000 different specimens of rare and unique shell in the place. ",,,
Tamil Nadu,Mahabalipuram, Descent Of The Ganges , Descent of the Ganges is a monument in Mahabalipuram dedicated to the legend of Goddess Ganga's descent to Earth. ,,,
Tamil Nadu,Mahabalipuram, Krishna's Butter Ball , Krishna's butterball is a gigantic granite Boulder measuring 6 meters high and 5 meters wide and weighs over 250 tons. ,,,
Tamil Nadu,Mahabalipuram, Krishna Cave Temple , Krishna Cave Temple is an open-air relief dedicated to the might of Lord Krishna. It was later enclosed within a mandap during Vijyanagar empire in 16th century. Various carvings in the monument depict the story of the Lord lifting mount Govardhan and of his frolicking with the milk maids. It is said to be the most poetic depiction of the famous legend. ,,,
Tamil Nadu,Mahabalipuram, Varaha Cave Temple ," Varaha Cave Temple is an exquisite rock cut Hindu temple located in Mahabalipuram. Created during the reign of Narasimhavarman I Mahamalla, it is one of greatest examples of Pallava art. The temple dates back to the 7th century and bears a testimony to the ancient Vishwakarma Sthapathis. It houses an idol of Lord Vishnu in his Varaha form, a boar lifting Mother Earth. ",,,
Tamil Nadu,Mahabalipuram, Mahishasuramardini Cave ," Mahishasura Mardini Cave temple, also known as Yampuri, is a rock-cut monument of Indian architecture, dating back to 7th century. There are two prominent carving featured in the temple? sanctum. A carving of Vishnu on the seven hooded serpent and another of Lord Durga on her lion while slaying demon Mahishasura. The cave also depict scenes of Puranas. ",,,
Tamil Nadu,Mahabalipuram, Ganesh Ratha Temple ," A fine example of the of monolith Indian rock-cut architecture dating back to the late seventh century, the Ganesh Rath was built during the reign of Mahendravarman I. Initially, it was dedicated to Lord Shiva and housed a Shivalinga in the complex, but later on the Linga was removed, and now, Lord Ganesh is worshiped here. ",,,
Tamil Nadu,Mahabalipuram, Sri Sthala Sayana Perumal Temple ," Constructed in a Dravidian style, Sthalasayana Perumal Temple also called Thirukadalmallai, is one of the 108 Divyadesam dedicated to Lord Vishnu. He is worshiped here as Sthalasayana Perumal with his consort Lakshmi as Nilamangai Thayar. Yearly festival of Bhoothatazhwar Avata festival is also celebrated here during the Tamil month of Aipasi (October_November). ",,,
Tamil Nadu,Mahabalipuram, Trimurti Cave ," Located near the northern hills of Mahabalipuram, Trimurti Cave is famous for its depiction of the Hindu Trinity - Brahma, Vishnu and Mahesh. Unlike the other cave temple built by Pallavas, this one does not have a pillared mandap but opens directly to the three shrines. Apart from that, a small shrine dedicated to Durga is also present, depicting the legend of her slaying demon Mahishasur. ",,,
Tamil Nadu,Mahabalipuram, Sculpture Museum ," Sculpture Museum at Mahabalipuram, as the name suggests, houses sculptures depicting several Hindu mythological characters, gods and goddesses. An elaborate collection of over 3000 sculptures can be found here. The stone, wooden, brass and cement sculptures are intricately carved and bears the historic significance and legends. Various monolithic statues, Rathas, sculptured reliefs and miniatures can also be found. ",,,
Tamil Nadu,Mahabalipuram, Olakkannesvara Temple ," Olakkannesvara Temple, also known as the Old Lighthouse, is a structural temple built in 8th century. The structure is made out of grey-white granite and has a shikar on the top. Owing to its location on a hillock, it provides a pleasing view of the town. The temple is dedicated to Lord Shiva, but the worship has been ceased after the 19th century. ",,,
Tamil Nadu,Mahabalipuram, Mamallapuram Lighthouse ," Mamallapuram Lighthouse in Mahabalipuram has been open for public view since 2011. The circular masonry tower of the Lighthouse is made of natural stones and is fully functional since 1904. Climbing on the stones and atop the Lighthouse (yes, you are allowed to climb) can be a real treat. From the top, the view is capable of captivating its audience. ",,,
Tamil Nadu,Mahabalipuram, Wide Beach ," Located en route Mahabalipuram from Chennai, Wide Beach is a beautiful stretch of beach predominated by the fisher folks. The beach also has beautiful caves and rock sculptures on the shore. You can visit the beach to spend a day away from the pell mell of the city and watch the beautiful sunrise and sunset scenes. ",,,
Tamil Nadu,Mahabalipuram, Mamallapuram Dance Festival ," Mamallapuram Dance Festival is organised for around twenty days, in the town of Mahabalipuram, to celebrate the diverse forms of folk dance popular in different regions and cultures of India. A captivating stage is set before a stone sculpture range known as the ‘Arjuna’s Penance rock sculpture’ for the festival.  ",,,
Tamil Nadu,Kanchipuram, Kamakshi Amman Temple ," Southern India is well-known for its cultural heritage, and the Kamakshi Amman Temple represents an important gem from the past. The Kamakshi Amman temple is one of the 51 Shakti Peethas, which are sacred shrines built around the falling body parts from the corpse of Goddess Sati from heaven.  ",,,
Tamil Nadu,Kanchipuram, Varadharaja Perumal Temple ," The marvelous Varadaraja Temple was built during the 10th century by the Vijayanagar kings. There is a big outer wall that covers or as the locals say, protect this fine temple. ",,,
Tamil Nadu,Kanchipuram, Devarajaswami Temple , The Devarajaswami Temple was constructed by the Vijaynagar kings. It is devoted to the Hindu god Lord Vishnu. There are ornamented engraved pillars that can be seen inside the temple. ,,,
Tamil Nadu,Kanchipuram, Kailasanathar Temple ," The Kanchi Kailasanathar Temple is a Hindu temple, constructed in the Dravidian style of architecture. This temple is dedicated to Lord Shiva and is probably the oldest structure in Kanchipuram. The temple is located on the banks of the Vedavathi River at the western limits of the Kanchipuram.  ",,,
Tamil Nadu,Kanchipuram, Kanchi Kamakoti Peetam ," Kanchi Kamakoti Peetam is a monastic institution for the Hindu community located in one of the Pancha Bhuta Sthalas, the city of Kanchipuram, in the South-Indian state of Tamil Nadu. Visitors often find the institution a place to find peace.  ",,,
Tamil Nadu,Kanchipuram, Kanchi Kudhil ," Highly influenced by the Hindu religion, many of the temples here can be seen are in fact Hindu temples. The ancient culture as well as the cultural heritage of Hinduism is shown at Kanchi Kudhil. ",,,
Tamil Nadu,Kanchipuram, Ekambaranatha Temple ," The Ekambaranatha Temple is the largest temple in Kanchipuram. It covers a massive area of 20 acres. This temple is dedicated to Lord Shiva, and was built by the Pallavas and then in turn was renovated by both the Cholas and the Rayas. ",,,
Tamil Nadu,Kanchipuram, Vaikunda Perumal Temple , The Vaikunda Perumal Temple was built by the Pallava king Nadivarman II during the 7th century. This is particular temple is dedicated to Lord Vishnu. ,,,
Tamil Nadu,Kanchipuram, Thennangur Panduranga Temple ," Thennangur Panduranga Temple is located in the Thennangur village in the district of Tiruvannamalai. Dedicated to Panduranga and his consort Rukmayee, it attracts tourists from all over the world for its religious importance and unique architecture. ",,,
Tamil Nadu,Kanchipuram, Kachapeshwarar Temple , It is at the Kachapeshwarar Temple that the Lord Shiva can be seen being worshipped by Lord Vishnu in the form of a tortoise. This image can be viewed on sculptures and engravings that have ornated this beautiful temple from start to end. ,,,
Tamil Nadu,Kanchipuram, Ulagalantha Perumal Temple , Ulagalantha Perumal Temple is a temple dedicated to Lord Vishnu and is one of the 108 Divya Desams. The temple is of great historical and religious importance and followers from all over the world visit this revered place.  ,,,
Tamil Nadu,Kanchipuram," Jain Temple, Kanchipuram ", The Jain Temples of Kanchipuram are of immense religious importance for Jain devotees. One of these temples is dedicated to Bhagwan Mahavir and the other is dedicated to Jain Teerthankaras.  ,,,
Tamil Nadu,Kanchipuram, Prasanna Venkatesa Perumal Temple , Prasanna Venkatesa Perumal temple is a place of worship dedicated to Lord Venkateswara. It has a unique idol of Lord Venkateswara which is seen standing on a shivlainga. This kind of a representation is not seen anywhere else in the world. ,,,
Tamil Nadu,Kanchipuram, Vijayaraghava Perumal Temple , Vijayaraghava Perumal Temple is a place of worship dedicated to Lord Vijayaraghava Perumal. This temple is the 57th of the 108 Divya Desams dedicated to Lord Vishnu.  ,,,
Tamil Nadu,Kanchipuram, Chitragupta Temple ," Chitragupta Temple is dedicated to Chitragupta who is a Hindu Deity. It is a rare temple in India that is dedicated to Chitragupta who is also known as the assistant of The God of Death, Yamaraja.  ",,,
Tamil Nadu,Kanchipuram, Eri Katha Ramar Temple , Eri Katha Ramar Temple is a temple dedicated to Lord Rama or Ramanuja. It is of immense religious importance for the followers and devotees of Lord Rama.  ,,,
Tamil Nadu,Madurai, Madurai Meenakshi Amman Temple ," The Historic Madurai Meenakshi Amman Temple is located on the southern bank of the Vaigai River, Madurai, Tamil Nadu. It is primarily dedicated to Parvati, known as Meenakshi, and her spouse, Shiva. That makes this temple different than the others is the fact that both God and Goddess are worshipped together.  ",,,
Tamil Nadu,Madurai, Thirumalai Nayakar Mahal , Thirumalai Nayak Mahal was constructed way back in the 17th century. Several buildings and temples had been constructed by him in the region and they have all been splendid both in terms of construction location and spirituality. ,,,
Tamil Nadu,Madurai, Vaigai Dam ," Vaigai Dam, a magnificent human-made structure, is constructed over River Vaigai near Andipatti, Theni District in the South Indian State of Tamil Nadu. Andipatti lies about 70 kilometres from Madurai and travellers on their way to Periyar Wildlife Sanctuary often visit this massive and wondrous dam. ",,,
Tamil Nadu,Madurai, Alagar Koil , Alagar Koil is an exquisite temple situated in the north east of Madurai. The temple is the rest place of Lord Vishnu and is the sacred place for several followers of Lord Vishnu in the region. ,,,
Tamil Nadu,Madurai, Meghamalai ," Often known as the “High Wavy Mountains”, Meghamalai is a petit yet beautiful place located in the Western Ghats in the state of Tamil Nadu. At an elevation of 1500 meters, this place is a perfect getaway to beat the heat and enjoy some peaceful time relaxing amidst nature.  ",,,
Tamil Nadu,Madurai, Samanar Hills ," Located in Keelakuyilkudi village near Madurai, Samanar Hills or Samanar Malai is a beautiful hill rock complex which was originally home to Tamil Jain monks. The hill caves are a popular place of tourism and have elaborate carvings and drawings of the monks, on the interior walls. The spot also has a beautiful lotus temple located in the premises. ",,,
Tamil Nadu,Madurai, Gandhi Museum ," The Gandhi Memorial Museum serves as a remembrance and tribute to the efforts of our very own father of the nation, Mahatma Gandhi. Established in 1959 in his cherished memory, eleven years after his demise, it is one of the few Gandhi Museums in the country. ",,,
Tamil Nadu,Madurai, Koodal Azhagar Temple ," The Koodal Azhagar Temple is situated in the city of Azhaghar, the dazzling city of southern India. It is the temple of lord Vishnu with a magnanimous monument of lord Vishnu embossed in front of the temple. ",,,
Tamil Nadu,Madurai, Athisayam ," Located on the Madurai - Dindigul National Highway near Madurai, Athisayam is a massive water cum amusement park. Sprawling over a vast 70 acres of land, the park boasts of a total of 40 games and 20 water rides. The park also has a 7D theatre, an eatery and a recreation garden for kids. ",,,
Tamil Nadu,Madurai, Mariamman Teppakulam ," Constructed in the honor of Lord Vigneshwara, this divine temple is situated about 5 km from the meenakshi temple. It has a huge tank in the compound of the temple and holds the record of being the biggest tank in the region of Tamil Nadu. ",,,
Tamil Nadu,Madurai, Pazhamudhir Solai , Pazhamudhir Solai is a beautiful temple created in the memory of Lord Subramaniya who is worshipped by several people in southern India. It has great sculptures of Lord Subramaniya carved in wood and marble and is a wonderful temple with giant steps in the front of it. ,,,
Tamil Nadu,Madurai, Tirupparankundram Murugan temple , Tirupparankundram Murugan temple is one of the pilgrimage places in the southern India. The temple is an excellent master piece of art and is devoted to mother earth for the benedicts it has bequeathed on the holy earth. ,,,
Tamil Nadu,Madurai, Chithirai Festival , The Chithirai festival of Tamil Nadu happens to be one of the longest stretched festivals to be celebrated anywhere in the world. The festival is celebrated in the city of Madurai of the Indian state of Tamil Nadu and is celebrated for over two weeks. An estimated number of a million people gather for the celebrations from all over India and abroad.  ,,,
Tamil Nadu,Madurai, St Maryês Cathedral ," St Maryês Cathedral is a gothic style catholic church situated in East Veli Street in Madurai. The striking architecture is a mix of European, Continental and Roman designs. The statue of virgin Mary installed inside is dressed in a saree. The church receives a regular influx of visitors all year long. ",,,
Tamil Nadu,Madurai, Vandiyur Mariamman Teppakulam , Vandiyur Maiamman Teppakulam is a tiny pond located near the premises of Vandiyur Maiamman Temple in mandir. •Teppakulamê literally meaning temple pond is connected to the river Vaigai through underground tunnels and its water is used for temple rituals. The pond also has a Mandapam in the centre with a Ganesha Temple and a tiny garden. ,,,
Tamil Nadu,Madurai, ISKCON Madurai ," Situated in the Mani Nagaram Main Road in Madurai, ISKCON Madurai is a revered Hindu temple dedicated to Lord Krishna and his consort Goddess Radha. The temple reverberates with mantras and songs at all times and devotees are fed with prasad. The premises also has a pure veg tiny eatery for the devotees and other visitors. ",,,
Tamil Nadu,Madurai, Banana Market , Banana Market in Madurai is a wholesale market for bananas situated in Rukmanipalayam. The place sells as many as 16 varieties of the fruit and is a hot trading place in the city. The bananas are brought early in the morning from the factory outlets and are unbranched from the branches to sell them to the local vendors. ,,,
Tamil Nadu,Madurai, Kazimar Big Mosque ," Kazimar Big Mosque or Kazimar Periya Pallivasal is the oldest mosque in Madurai located near the Periyar bus stand. The mosque also holds significant religious importance and is visited by pilgrims from far and wide. With a space to accommodate close to 1500 people, the mosque also has an enchanting architecture with a magnificent maqbara. ",,,
Tamil Nadu,Madurai, Goripalayam Dargah ," Goripalayam Dargah is also known as Hajha Syed Sultan Alaoudeen Syed Sultan Samsudeen Aouliya Dargah and is situated in Madurai. Done in green and white paint, the mosque has towering minars and a magnificent dome; and it houses the shrine of Hazrat Sulthan Alauddin Badusha and Hazrat Sulthan Shamsuddin Badusha. ",,,
Tamil Nadu,Madurai, Kutladampatti Falls ," Cascading from a height of 27 m, the Kutladampatti waterfalls are nestled in Cholavantha village, 30 kms from Madurai. This artificial waterfall is extremely popular for its scenic beauty and makes for the perfect weekend getaway. The freshwater streams descending down the huge rocks, the cool breeze and the lovely ambience of the area make it a local favourite.
 ",,,
Tamil Nadu,Coimbatore, Vydehi Falls ," The Vydehi water falls is situated some 35 km away from the Coimbatore city. People who pay a visit to Coimbatore must make it a point to visit the Vydehi water falls, as it is one of the most familiar water fall and is highly known for its magnificence. ",,,
Tamil Nadu,Coimbatore, Adiyogi Shiva Statue ," Surrounded by verdant green farms at the foothills of Velliangiri Mountains in the Western Ghats, Adiyogi Shiva Statue is the world’s biggest bust statue dedicated to the celebrated Hindu deity Shiva, which is carved out of 500 tonnes of steel. Located in the Isha Yoga Complex in Coimbatore, Tamil Nadu, the sculpture stands tall at a height of 112 feet.  ",,,
Tamil Nadu,Coimbatore, Kovai Kondattam ," Kovai Kondattam is an amusement park located about 2 kilometres away from Perur, in Coimbatore, Tamil Nadu. A fun-filled destination ideal for spending hours of unending entertainment with friends and family, Kodai Kondattam is an eco-friendly theme park. The park was built by Tamil actor Vijay and caters to al large base of visitors with its numerous water-based and dry rides ",,,
Tamil Nadu,Coimbatore, Marudhamalai Hill Temple ," The Marudhamalai hill temple is located at a towering height of 500 ft in the highland on the Western Ghats. 15 kms away to north-west of Coimbatore city, the temple has an excellent invigorating atmosphere. Vehicles are allowed to pass through the Marudhamalai temple and the devasthanam has granted three buses from the low slope of the hill to get through the temple on top. ",,,
Tamil Nadu,Coimbatore, Sree Ayyappan Temple ," Located in the centre of the city of Coimbatore in Tamil Nadu, India; the Sree Ayyappan Temple is a significant temple that is dedicated to Lord Sree Ayyappa. This temple in Coimbatore has been built on the same lines as of the original Sabarimala Temple in Kerala ",,,
Tamil Nadu,Coimbatore, Velliangiri Hill Temple , Velliangiri Hill Temple is situated some 40 km away from the city Of Coimbatore. The temple has essentially been dedicated to Lord Siva and sits on the Velliangiri Hill which has an imperial altitude of 6000 feet. The Velliangiri hill temple is contemplated to be the most conspicuous worship abode in and around Coimbatore and an immense number of tourist groups visit this hill temple to offer their prayers. ,,,
Tamil Nadu,Coimbatore, Monkey Falls ," The Monkey falls is an exemplary and archetypal out-of-doors coffee break spot, which is situated some 65 kilometers away from Coimbatore city and it is some 27 kilometer away from Pollachi on Coimbatore-Pollachi-Valparai main road. ",,,
Tamil Nadu,Coimbatore, VOC Park and Zoo ," VOC Park & Zoo is an Amusement Park and Zoological Garden mostly visited by locals of Coimbatore for recreational purposes. This is a preferred picnic spot for families who get their kids to have a wonderful time and introduce their children to the world of animals. The park has a play area for the kids, an aquarium and a Jurassic Park where not just children but even adults can have fun.  ",,,
Tamil Nadu,Coimbatore, Nilgiri Biosphere Nature Park  ," Established in 1936, Nilgiri Biosphere Reserve or Nilgiri Biosphere Nature Park is an initiative of the government to preserve the rich flora and fauna of the Nilgiris. The park boasts of over 430 species of 25,000 plants in addition to several species of mammals, reptiles, birds etc. ",,,
Tamil Nadu,Coimbatore, Kodiveri Dam ," Situated on the Bhavani River near Gobichettipalayam in Tamil Nadu, Kodiveri Dam is a scenic picnic spot and a major tourist attraction in the place. The dam is not only a tourist spot but it also provides irrigation water for over 25000 hectares of land. ",,,
Tamil Nadu,Coimbatore, Perur Pateeswarar Temple , The Perur Siva Temple is situated at around 6 km away in the west of Coimbatore. The temple was built by the Karikala Cholan and has been constructed marvelously on the banks of the river Noyyal. ,,,
Tamil Nadu,Coimbatore, Siruvani Waterfalls , Kovai Kutralam falls is an exhilarating water fall located in the scenic region of Siruvani. The water fall is about 37 kilometers away from Coimbatore city and the water fall is predominantly manifested for its exaltedness. ,,,
Tamil Nadu,Coimbatore, Siruvani Dam , The Siruvani falls and dam is situated some 37 kilometers to the west of Coimbatore city amidst the lush green Western Ghats. The river is clean and offers to its visitors some sensationally tasty water. ,,,
Tamil Nadu,Coimbatore, Isha Yoga Center ," Isha Yoga Ashram in India is a non-profit and non-religious center, which has been drawing innumerable people from different parts of the globe since a long time. The ashram and yoga center has been founded by Sadhguru Jaggi Vasudev.  ",,,
Tamil Nadu,Coimbatore, Anubhavi Subramaniar Temple ," The Anubhavi Subramaniar temple is one of the most famous temples situated in close proximity to Coimbatore. With a spiritual aura known for its uniqueness, this temple is visited by vacationers and locals alike. ",,,
Tamil Nadu,Coimbatore, Eachanari Vinayagar Temple , Within half an hour's drive from the city of Coimbatore stands the shrine of Vinayagar at Eachanari dedicated to Lord Ganesha. The temple follows typical Dravidian style architecture and is imbibed with a peaceful spiritual vibe around it. The story of the deity follows a myth that has been passed down from one generation to the next. ,,,
Tamil Nadu,Coimbatore, Brookefields Mall ," Brookefields Mall is an attraction famous for shopping and recreational activities in Coimbatore. From apparel to shoes and accessories, you name it, and they have it. It is a perfect place to buy stylish and trendy outfits or to put a look together for an important event. ",,,
Tamil Nadu,Coimbatore, Gedee Car Museum ," Gedee Car Museum is one of the few places in India where one can find cars made in Britain, Japan, France, Germany and America under one roof. The collection of cars is extremely well maintained and all the relevant information about the cars on display is mentioned for visitors to learn. It is, therefore, a favourite attraction for automobile freaks and engineering students.  ",,,
Tamil Nadu,Coimbatore, Masani Amman Temple ," Masani Amman Temple is a temple dedicated to Masani Devi, who is also known as Shakti Devi. Situated at the confluence of the Uppar Stream and River Aliyar, the temple is a major attraction for not just the devotees of Masani Devi but also for tourists visiting Coimbatore from all around the world.  ",,,
Tamil Nadu,Coimbatore, Puliakulam Vinayagar Temple ," Mundhi Vinayagur Temple is dedicated to Lord Ganesha. The most important feature of the temple that makes is a major attraction in the city is the idol of Lord Ganesha which, at a height of 20 feet and width of 11 feet, is the largest idol of the deity carved in stone.  ",,,
Tamil Nadu,Coimbatore, Black Thunder ," Black Thunder Theme Park is a wonderful picnic spot in Coimbatore. Right from Dashing Boats, Volcano, Dragon Coaster, Kiddies pool, Wave pool to a Wild River Ride the park has rides to suit every age group. ",,,
Tamil Nadu,Coimbatore, Naga Sai Mandir , Sri Naga Sai Temple is dedicated to Sai Baba and is a famous attraction for the believers and followers of Sai Baba. This is one of the few temples of Sai Baba found in the southern part of the country.  ,,,
Tamil Nadu,Coimbatore, Ramar Temple ," Ramar Temple is the only temple where the idols of Lord Rama and Goddess Sita are seen facing each other depicting their love and admiration for each other. It is a well-maintained and clean temple where devotees can offer their prayers and sit in solitude before they resume their daily work. 
 ",,,
Tamil Nadu,Coimbatore, TNAU Botanical Garden ," Spread over an area of around 300 acres in Coimbatore, TNAU Botanical Garden boasts of some rare varieties of trees, shrubs and herbs. The garden is very well-maintained and vibrantly blooms with flowers including roses, marigold, carnations, chrysanthemums, lilies etc. ",,,
Tamil Nadu,Coimbatore, Aliyar Dam Reservoir Park ," Aliyar Dam Reservoir Park is situated adjacent to the dam at the foothills of Anamalai Hills in Western Ghats. The park boasts of well-maintained gardens, orderly green lawns, swings for kids and play area etc. ",,,
Tamil Nadu,Coimbatore, Nehru Park ," Nehru Park is one of the popular parks in Coimbatore. It houses a massive statue of Jawaharlal Nehru- the first Prime Minister of India. Besides, it has well-maintained gardens, swings, jogging track and spaces for yoga and meditation etc. ",,,
Tamil Nadu,Coimbatore, Gass Forest Museum , Gass Forest Museum is a natural history museum in Coimbatore located inside the premises of the Forest College Campus. The museum has several relics of wild and domestic animals stuffed and preserved to make them look real. It invites a lot of tourist influx all through the year. ,,,
Tamil Nadu,Tirunelveli, Kalakkadu Wildlife Sanctuary ," The Kalakkadu Wildlife Sanctuary is one of the 18 biodiversity hotspots in the country, making it one of the biologically most diverse sanctuaries in terms of the numerous kinds of flora and fauna is has. ",,,
Tamil Nadu,Tirunelveli, Papanasam ," Papanasam is a small village close to the main town. The village is mainly popular for the Papanasam Temple. Papavinaseswarar, an incarnation of Lord Shiva, is worshipped at the temple. Another very popular attraction of the place is the Papansam Dam, Built over Thamirabarani River . ",,,
Tamil Nadu,Tirunelveli, Papanasam Falls ," A twin brother to the Banateertham Falls, The Papanasam Falls, with a drop of 120 meters is highly revered by the locals both for their immense beauty and religious significance. ",,,
Tamil Nadu,Tirunelveli, Kanthimathi and Nellaiappar ," The twin temples of Kanthimathi and Nellaiappar are the most famous religious sites of Tirunelveli. The two temples, one dedicated each to Lord Shiva and Goddess Parvati are the nothing less than human excellence. ",,,
Tamil Nadu,Tirunelveli, Courtallam Waterfalls ," Set in the midst of a Panchayat town in the Tirunelveli district of Tamil Nadu, the Courtallam falls are renowned in the state for its enormity as well as ferocity. At an elevation of 160 metres (520 feet), the cascade towers above its green surroundings and magnificent hillside. ",,,
Tamil Nadu,Tirunelveli, Vettuvan Koil ," Vettuvan Koil is known as a sculptor's paradise. Built-in 8th and 9th century, this unfinished temple is made from carved rocks. The carvings reflect the southern temple style of architecture from the Pandya era. Only the top portion of the temple is completed. ",,,
Tamil Nadu,Tirunelveli, Krishnapuram Temple- Thiruvenkatanathan ," About 15 km from Thirunelveli is another beautiful temple. Dedicated to Lord Vishnu, the Krishnapurm Temple is famous for its life sized sculptures and a beautiful Idol of Lord Vishnu. ",,,
Tamil Nadu,Tirunelveli, Banatheertham Falls , The Banatheertham Falls which is situated just over the Karaiyar Dam in the Tamirabarani River in the state of Tamil Nadu was largely unknown till the 90s until the popular Hindi movie Roja was shot here which also led the falls to be named Roja Falls. ,,,
Tamil Nadu,Tirunelveli, Holy Trinity Cathedral and Palayamkottai ," The Holy Trinity Church is one of the most famous offerings of Palayamkottai. It is believed that St. Xavier, stayed over here on his visit to India. The beautiful church is completely white on the exterior and sees one of the most beautiful Christmases of the country. ",,,
Tamil Nadu,Tirunelveli, Mela Tiruvenkatanathapuram Temple ," Another prominent temple of the region, Mela Tiruvenkatanathapuram Temple is a few kilometres off the main city. The temple is located at an elevated plane and has a large flight of stairs leading up to it. The temple is devoted to a form of Lord Vishnu ",,,
Tamil Nadu,Tirunelveli, Manimuthar Waterfalls , Manimuthar Waterfalls are created by River Manimuthar cascading down a distance of 25 feet forming a pond at the bottom that runs over 90 feet deep. The waterfall is surrounded by dense forestation and offers a tranquil escape for the troubled soul. ,,,
Tamil Nadu,Tirunelveli, Kappal Matha Church ," Kappal Matha Church is located at a distance of over 70 km from the city but is well worth the extra effort. The church is in the shape of a boat. This is so because, the town where it is located, Uvari, mainly thrives on fishing as a source of income. The church is dedicated to St. Mary and is by the seashore. ",,,
Tamil Nadu,Tirunelveli, Pattamadai ," Pattamadai is a panchayat town famous for its Mat Industry. The mats are made of Marsh Reed, also called the Korai grass and demonstrate the fine craftsmanship from the region. ",,,
