,state_name,city_name,place,description_main,best_time,ideal_duration,latitude place,longitude place
4295,Pondicherry,Auroville, Tanto ," Tanto is a dainty cafe in Auroville popular for its super delicious, sumptuous pizzas. The pizzeria has been done up in an Italian decor and hosts a number of guests everyday. Besides, the chef's take special care of your health as all their food is made in extra virgin olive oil and everything is cooked in the oven. If you are a foodie, or even if you are not, you must definitely include visiting here in your bucket list of things to do in Auroville. "," Nov-Feb 
            ",2.0,11.9909664,79.8286248
4296,Pondicherry,Auroville, Botanical Garden , Botanical Garden at Auroville was established to celebrate and preserve the beauty and diversity of nature and nurture its relationship with the humankind. The 44-acre botanical garden is home to 250 different tree species divided into 15 beautiful gardens. The green zone offers a rejuvenating environment which can be explored by all. One can also purchase plants from the Garden Shop or volunteer to help maintain the beautiful botanical garden. ," Nov-Feb 
            ",2.0,28.5638568,77.3337729
4297,Pondicherry,Auroville, Cultural Pavilions , Cultural Pavilions provide a window to know and understand the ways of life of different cultures in the world. It has been designed to bring out the true spirit of each country and inculcate a sense of respect for their culture. Auroville represents about 50 nations and the pavilion groups organise cultural events representing their continents and expressing unity in diversity. ," Nov-Feb 
            ",2.0,12.0054211,79.8110999
4298,Pondicherry,Auroville, Bodhi Beach ," Bodhi Beach is a serene beach apt for leisurely strolls along the golden shoreline, for a swim or for surfing in the beautiful Bay of Bengal. Its proximity to the main town make it a perfect spot to unwind and relax. "," Nov-Feb 
            ",2.0,11.9705187,79.84455617
4299,Pondicherry,Auroville, Guest Service ," If you are in Auroville, you can visit the Guest Service located above the Solar Kitchen and find out about the activities and volunteer work that you can engage in while you are in Auroville. This is not only the best way to get engaged but it also helps you relax and unwind from the monotony of life. Besides, no joy is greater than the joy of making friends, while you are helping build a better community at the same time. "," Nov-Feb 
            ",2.0,19.00390135,73.01394645
4300,Pondicherry,Auroville, Forests ," Forests in and around Auroville are maintained by the Forest Group who are actively involved in restoring and protecting the biodiversity, conserving water, protecting the soil and educating locals on the environment. The forests expand over 70 acres of land that was neglected and left to erode till the group began restoration through sustainable energy to create a natural environment. "," Nov-Feb 
            ",2.0,24.92547825,85.24001144
4301,Tamil Nadu,Kodaikanal, Green Valley View (Suicide Point) ," Green Valley View, or the otherwise known Suicide Point, is a magnificent spot in Kodaikanal, popular mainly for its enroute fun. One must walk through misty woodlands and panoramic walks to reach this heaven like spot. "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4302,Tamil Nadu,Kodaikanal, Kodaikanal Lake ," Kodaikanal Lake that lays in the heart of Kodaikanal, is a star-shaped man-made lake that is draped on an area of 60 acres. Boating, horse riding, cycling and angling are a few of the adventure activities tourists can appease themselves with, near the lake. "," Nov-Feb 
            ",2.0,10.23393075,77.48648137
4303,Tamil Nadu,Kodaikanal, Bear Shola Falls ," Located at a mere distance of 2 kilometres from the Kodaikanal Lake, theÂ Bear Shola Falls is a popular picnic spot in the region. This cascade is a seasonal attraction thatÂ comes to life in its fullest during the monsoons. An interesting legend behind the unique name of this place is that it was a favourite haunt of a bear whoÂ used to frequent this water body to drink water, hence imparting it the name Bear Shola Falls.  "," Nov-Feb 
            ",2.0,10.2396171,77.4786407
4304,Tamil Nadu,Kodaikanal," Dolphin's Nose, Kodaikanal "," The Dolphin's Nose viewpoint in Kodaikanal is based on a flat, protruding piece of rock that is shaped like a dolphin's nose. This forms a visible cliff at the height of 6,600 feet, where you can experience Kodaikanal at its best - plunging valleys, rugged terrain, clear skies, and the splendor of green. "," Nov-Feb 
            ",2.0,10.2090447,77.487211
4305,Tamil Nadu,Kodaikanal, Pillar Rocks ," The famous Pillars Rocks of Kodaikanal are located around 8 km from the lake and are an exquisite picnic spot. Constituting of a beautiful mini garden, the place is so named as it has three vertically positioned boulders reaching up to a height of 400 feet. "," Nov-Feb 
            ",2.0,10.2099282,77.4651549
4306,Tamil Nadu,Kodaikanal, Thalaiyar Falls ," Also known as Rat Tail Falls, Thalaiyar Falls is located in the lush green slopes of Palani Hill ranges in the Dindigul District, in Kodaikanal. With a height of 297m, it is the highest waterfall in Tamil Nadu, the sixth highest waterfall inÂ India. There is a view tower in the park at the Dum Dum Rock, from where you can get a beautiful view of the falls and the Manjalar Dam. There is a hiking route near the waterfall. "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4307,Tamil Nadu,Kodaikanal, Vattakanal ," This is the village of Vattakanal, and itâ€™s quite the charming little hill station in the Western Ghats. At a height of about 2011 m and towards the western edge of Tamil Nadu, Vattakanal is a small hamlet at a distance of about 7-8 km from Kodaikanal. In Tamil, â€˜vattaâ€™ suggests circle whereas â€˜kanalâ€™ translates to the forest. Vattakanal is popular among tourists from Israel and that can be seen in the overall hippie vibe of and the food served in cafes. "," Nov-Feb 
            ",2.0,10.216793,77.4847285
4308,Tamil Nadu,Kodaikanal, Mannavanur ," Mannavanur is a serene farming village in Dindigul District, Tamil Nadu - 35km away from Kodaikanal. This quaint village has terrace farms that are cut into the hill slopes. It offers nature-lovers a chance to experience the farm life, especially spotting rabbits, sheep and other animals. The Mannavanur Lake adds tranquillity to this picturesque town. This is also a stop on many trekking routes in the area.  "," Nov-Feb 
            ",2.0,10.2240774,77.3464308
4309,Tamil Nadu,Dindigul, Mannavanur ," Mannavanur is a serene farming village in Dindigul District, Tamil Nadu - 35km away from Kodaikanal. This quaint village has terrace farms that are cut into the hill slopes. It offers nature-lovers a chance to experience the farm life, especially spotting rabbits, sheep and other animals. The Mannavanur Lake adds tranquillity to this picturesque town. This is also a stop on many trekking routes in the area.  "," Nov-Feb 
            ",2.0,10.2240774,77.3464308
4310,Tamil Nadu,Kodaikanal, Devil's Kitchen ," A natural and unique heritage site also known as the Devil's Kitchen, the Guna Caves are situated on the outskirts of Kodaikanal, which can be reached from the Moir Point. This place was earlier not very famous and was visited only by hikers. However, it got famous after a Tamil movie with the name 'Guna' was shot here in 1992. This is a group of caverns located amidst the three huge boulders known as Pillar Rocks.Â In addition to being a great location for photography, the gorge also remains filled with thick clouds in the monsoon and winter seasons. To reach the hilltop, visitors need to walk 400 meters from the main entrance.  "," Nov-Feb 
            ",2.0,10.2104541,77.4616093
4311,Tamil Nadu,Kodaikanal, Coakers Walk ," Coakers Walk is a beautiful man-made one-kilometre-long walking plaza built on the mountains in the mesmerizing city of Kodaikanal. The lovely path of Coakers Walk that curves by the edge of the gorgeous mountain have been constructed mainly for morning and evening walks. One can also choose to ride a bicycle to explore the scenic location. . It costs INR 30 per hour for adults and INR 20 per hour for children. The sight is breathtakingly beautiful, and it almost makes one feel like they are walking in the clouds. "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4312,Tamil Nadu,Kodaikanal, Berijam Lake ," Berijam Lake is a quaint reservoir located 22 km from Kodaikanal main stand. With several activities like fishing, safari tours and bird watching, the lake is nature's unhindered beauty in the midst of a forest conservation area. The lake also facilitates the habitat of many animals such asÂ Bison, Indian Elephant, Nilgiri Langur and Deer, and if you're lucky, you will also be able to catch a glimpse of these majestic creatures. Boating has been banned in the lake to preserve the natural freshwater. 
 "," Nov-Feb 
            ",2.0,10.18701905,77.39411477
4313,Tamil Nadu,Kodaikanal, Kodai-Palani Trek ," Known as the Princess of Hill Stations, Kodaikanal is a popular destination for those seeking adventure. The town of Kodaikanal is established on a plateau above the southern escarpment of the Upper Palani Hills at a height of 6, 998 ft. "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4314,Tamil Nadu,Kodaikanal, Trekking in Kodaikanal ," A trekkers delight, Kodaikanal has some exquisite locations to offer to both the professional trekkers and the novice ones. Trekking routes with varying difficulty levels are present and a tourist can select the route according to the fitness, time factor and one's trekking ability. "," Nov-Feb 
            ",2.0,10.2206294,77.3595095
4315,Tamil Nadu,Kodaikanal, Bryant Park ," One of the most popular botanical gardens in Kodaikanal, the Brayant Park is known for its fauna, rafts and hybrids. The best time to visit this marvelous park is during the annual horticulture show that is held during the month of May. "," Nov-Feb 
            ",2.0,10.23061185,77.49228009
4316,Tamil Nadu,Kodaikanal, Silver Cascade Falls ," Just 8 km from Kodaikanal town, is the scenic Silver Cascade Falls, known for its celestial and exquisite flow of silvery waters. It is a delight to see the  pure crystalline water flowing down from a 180 ft tall cliff. "," Nov-Feb 
            ",2.0,10.2417177,77.5108521
4317,Tamil Nadu,Kodaikanal, Silent Valley View , Silent Valley View is located in close proximity to the Pillar rock garden in Kodaikanal. The point is famous for proffering some astounding and stunning views of the Silent Valley. ," Nov-Feb 
            ",2.0,10.1881207,77.4252707
4318,Tamil Nadu,Kodaikanal, Kurinji Temple ," Kurunji Temple is mainly dedicated to Lord Murugu and is dexterously based at a distance of 3 km from the lake. Providing delightful views of small villages, Palani Hills and Northern plains, and carrots plantation on the terraced slopes, the temple is also associated with the Kurunji Flower which blooms once in 12 years carpeting the whole area with purple flowers. "," Nov-Feb 
            ",2.0,12.11862265,75.20398032
4319,Tamil Nadu,Kodaikanal, Kodaikanal Solar Observatory ," Established in the year 1899, the Kodaikanal Observatory is a part of the Indian Institute of Astrophysics and was earlier known as Solar Physics Observatory. "," Nov-Feb 
            ",2.0,10.2316634,77.46443002
4320,Tamil Nadu,Kodaikanal, Shembaganur Museum Of Natural History , Shenbaganur Museum in Kodaikanal makes up for one of the most famous tourist spots and is an interesting place to visit. The museum is also one of the best orchidoriums in the country and is located 5.6 km away from the Kodaikanal Lake.  ," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4321,Tamil Nadu,Kodaikanal, Subrahmanya Temple (Kartikeya Temple) ," At a distance of 65 km from Kodaikanal lies the holy Subramanya temple, also known as Kartikeya Temple. Dedicated to Lord Subramanya, the temple is located at a height of 135 meters and the pilgrim needs to undertake a 659 step climb to reach the temple. "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4322,Tamil Nadu,Kodaikanal," Pine Forest, Kodaikanal "," Situated in the southwest of Kodaikanal, Pine Forest is one of the most famous tourist spots in the city. It showcases the mesmerising nature around which has been preserved to date which is why it is also an important preserved heritage in the town.  "," Nov-Feb 
            ",2.0,10.2132894,77.4587213
4323,Tamil Nadu,Kodaikanal,  La Salette Church ," The Mother Salette church is one of the oldest churches, about 133 years old. Every year on 14th and 15th August, a grand celebration takes place in the church.  "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4324,Tamil Nadu,Kodaikanal, Kukkal Caves ," The now camping site of trekkers was once the earliest settlement of the Paliyan tribals. Situated at the height of 6200 feet above sea level, the Kukkal caves reside on of the highest altitudes in Kodaikanal which is why it receives a yearlong frigid climate along with misty and never-ending rains.  "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4325,Tamil Nadu,Kodaikanal, Moir Point ," Situated at the entrance of the forest which leads up all the way to the exquisite Berijam Lake, Moir Point is one of the most significant viewpoints present in Kodaikanal. Since this place offers terrific views of the valleys, it remains one of the most crowded places in Kodaikanal. "," Nov-Feb 
            ",2.0,10.2105212,77.4483072
4326,Tamil Nadu,Kodaikanal, Christ The King Church ," A prominent CSI Church situated in Kodaikanal, Christ the King Church has a history of over a hundred years. It is one of the deeply admired places for worship situated in the Queen of Hill Stations.  "," Nov-Feb 
            ",2.0,10.5089786,76.2158508
4327,Tamil Nadu,Kodaikanal, Fairy Falls ," Situated in the beautiful South-Indian station of Kodaikanal, the enchanting Fairy Falls is the source of the Pambar River which joins into the Vaigai River later on. Due to its breathtaking scenic beauty, the Fairy Falls also makes up for a popular picnic spot. "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4328,Tamil Nadu,Kodaikanal, Pambar Falls ," Also known as the Grand Cascade and situated at a distance of 4 km from the Kodaikanal Bus Station, the Pambar Falls are formed by the town reservoir flowing towards the south and forming the Fairy Falls which further continue to join the Vaigai River. The falls can be reached by following a steep and slippery path from behind the Pambar house.  "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4329,Tamil Nadu,Kodaikanal, 80 Mile Round ," 80 Mile Round is an exciting trekking route which begins at the Berijam Lake and lasts at the Poombaral Village of Kodaikanal. If you are an adventure lover, then 80 Mile Round is the perfect place for you to experience the adrenaline rush in your body.  "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4330,Tamil Nadu,Kodaikanal, Upper Lake View ," Situated 3.2 km away from the Coakers Walk, Upper Lake View is a famous tourist attraction in Kodaikanal and one which is worth visiting. After you reach here, you will get an appealing view of the star-shaped lake situated here and the surrounding lush greenery which looks stunning.  "," Nov-Feb 
            ",2.0,10.2302345,77.4757675
4331,Tamil Nadu,Kodaikanal, Dolmen Circle ," Dolmen Circle is one of the most popular tourist attractions in Kodaikanal which promises a unique experience to all its visitors. Situated at a distance of 18 km from Berijam Lake and 8 km from Kodaikanal Lake, the Dolmen Circle boasts about its pre-historic remains which can date back to 5,000 BC.  "," Nov-Feb 
            ",2.0,10.27327535,77.51160822
4332,Tamil Nadu,Kodaikanal, Lutheran Church , The Lutheran Church which is located in Lakshmipuram is one of the most iconic structures of the breathtaking hill station of Kodaikanal. The church is visited by a huge population of tourists which not only involves Christians but people belonging to other religions as well.  ," Nov-Feb 
            ",2.0,17.7340196,83.270196
4333,Tamil Nadu,Kodaikanal, Perumal Peak ," Perumal Peak which is situated at the height of 2,440 meters is the highest peak of the Perumalai Hills. Nestled in the majestic Western Ghats,Â it is a place that is worth trekking.  Situated around 18 km from Kodaikanal, Perumal Peak provides stunning views of the surrounding Western Ghats and the Nilgiri Hills. "," Nov-Feb 
            ",2.0,10.241068,77.1104391
4334,Tamil Nadu,Kodaikanal, Vattakanal Falls ," Vattakanal Falls situated at a distance of 3 km from the town of Kodaikanal is famous for its rich biodiversity. Surrounded by trees, hills and lush greenery all around, this attraction makes up for a perfect place to observe the wonder that is nature and all its elements closely.  "," Nov-Feb 
            ",2.0,10.2246834,77.4704839
4335,Tamil Nadu,Kodaikanal, Chettiar Park ," Chettiar is a small park which is managed by the Kodaikanal Township and offers a calm and soothing environment to its tourists. Covered with lush greenery and exquisite scenic views all around, this place is worth spending your time at with your loved ones.  "," Nov-Feb 
            ",2.0,10.25071615,77.49892861
4336,Tamil Nadu,Kodaikanal, Poombarai ," Poombarai is a tiny village that is famous for its production of garlic. It is comfortably nestled among terraced fields and lush greenery. It stands at the height of 1,920 m in the Palani Hills and offers a picturesque view of the surroundings. You get to see colourful houses laid out in neverending greenery. Poombarai is as tranquil as it is mesmerising, and makes for a fantastic addition to any Kodaikanal trip.  "," Nov-Feb 
            ",2.0,10.2570859,77.4092515
4337,Tamil Nadu,Ooty, Nilgiri Mountain Railway ," Nilgiri Mountain Railway, also known as Toy Train in Ooty, is one of the key attractions of the popular hill station Ooty. Such is the train's popularity and history that it was declared as a World Heritage Site by UNESCO in 2005. "," Nov-Feb 
            ",2.0,11.3062054,76.9297341
4338,Tamil Nadu,Ooty, Ooty Lake ," Ooty Lake lies at a distance of approximately 2 km from Ooty city in the green hills of the Nilgiris district. The stunning lake is spread over an area of 65 acres, and its foundation was laid down by John Sullivan who was the collector of Coimbatore in 1824.Â  "," Nov-Feb 
            ",2.0,11.40341705,76.69167888
4339,Tamil Nadu,Ooty," Emerald Lake, Ooty ", Emerald lake is an exquisite lake in the upper plateau region of the Nilgiri hills. It is a part of the silent valley and is beside the Red hill nature resort which is a best picnic place of the region. ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4340,Tamil Nadu,Ooty, Pykara Lake ," Pykara Lake has everything that a person on vacation can ask for, right from ambience and comfort to scenic beauty. Nature lovers, photographers and adventure seekers should definitely not miss out on this unique and fun-filled place.  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4341,Tamil Nadu,Ooty, Ooty Botanical Gardens , The botanical Gardens of Ooty are one of the most sought after and famous tourist destinations in the whole of India. It is located on the hillock of Ooty which is one of the most popular tourist destinations in India. ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4342,Tamil Nadu,Ooty," Dolphin's Nose, Ooty "," This is a unique natural site where a protruding rock looks like a dolphin's nose! Climbing up to the spot might require some effort, but it is totally worth it! From this point, one can catch the breathtaking view of the Catherine falls hundreds of meters below and also of the Coonoor stream meeting the Kotogiri stream. "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4343,Tamil Nadu,Ooty, Ooty Rose Garden , Rose garden lies in the heart and soul of Ooty.The construction stays to be magnificent and there are small tunnels made wherein the roses are planted. ," Nov-Feb 
            ",2.0,11.4057933,76.70856571
4344,Tamil Nadu,Ooty, Avalanche Lake ," The Avalanche Lake in the Nilgiris District of Tamil Nadu is a famous tourist spot. Especially renowned among nature enthusiasts and photographers, the lake is set amidst a captivating landscape which is filled with lovely flowers. The waterfalls that fall down the nearby mountains further add to the beauty of the place.  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4345,Tamil Nadu,Ooty, Doddabetta Peak ," Dodabetta, literally translating to mean - Big Peak, is located approximately 10 km away from Ooty. It towers to a staggering height of 8650 feet or 2,623 meters above the sea level and is the highest peak in the Nilgiri Hills. A treat to the eyes, this picturesque land is indeed a great sightseeing place.  "," Nov-Feb 
            ",2.0,11.4006926,76.7356752
4346,Tamil Nadu,Ooty, St Stephen's Church Ooty , The St. Stephen's Church in Ooty is indeed a marvellous and breathtaking architectural marvel located on the road to Mysore in Ooty. It is one of the earliest churches that you will find in the Nilgiris district. The structure dates back to the 19th century and was built by the British government.  ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4347,Tamil Nadu,Ooty," Thread Garden, Ooty "," The thread garden at Ooty is a popular tourist spot that exhibits some of the most magnificent and exquisite collection of artificial flowers and plants, all made by the expert hands of the skilful artists by using JUST thread. "," Nov-Feb 
            ",2.0,11.4067875,76.6879831
4348,Tamil Nadu,Ooty, Trekking in Ooty ," Ooty, once the summer capital of the British in India, is bestowed with the bounty of nature. A favorite sport of the area, trekking has gained admiration with the tourists in the recent years. "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4349,Tamil Nadu,Ooty," Kalhatti Falls, Bellikkal ", Kalhatti falls is called as 'Bird Watcher's Paradise' as it gives you a bird point view of the whole valley. The lovely beauty and calm atmosphere of the place makes it the best for spending vacations and for short trips. Elephants visit this lake frequently which becomes a great sight for the travelers.Â  ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4350,Tamil Nadu,Ooty, Tiger Hill Ooty , One of the most mesmerizing destinations in Ooty is the Tiger Hill. This exotic spot lies to the east of the hill station and towards the lower end of the Doddabetta peak. ," Nov-Feb 
            ",2.0,11.3998161,76.72868884
4351,Tamil Nadu,Ooty," Kotagiri, Coonoor "," A town Panchayat city and a picturesque hill station in the Nilgiris in the state of Tamil Nadu, Kotagiri is famous for its sprawling tea plantations. It is located at an altitude of 1,985 m above sea level and is the third largest hill station in the Nilgiri hills after Ooty and Coonoor. It is an ideal place for some trekking expeditions leading into the Nilgiris. "," Nov-Feb 
            ",2.0,11.3780762,76.7994532
4352,Tamil Nadu,Ooty, Kamraj Sagar Lake , Kamraj sagar lake is a dam and is located in the suburbs of Ooty. It is located far away at a distance between the woodlands and thus make an amazing picnic spot. ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4353,Tamil Nadu,Ooty, Annamalai Temple ," Annamalai Temple is a situated about 20 km away from Ooty. This place has with time turned into as a famous temple of Lord Muruga, known as 7th Hill house of the lord. "," Nov-Feb 
            ",2.0,11.0250365,76.9463172
4354,Tamil Nadu,Ooty," Droog Fort, Coonoor "," Droog Fort is located in the area surrounding Coonoor. A trekkers delight, one must undertake some by foot traveling to reach this destination. This old and worn out fort is located 6,000 ft above the plains. "," Nov-Feb 
            ",2.0,11.316679,76.83611861
4355,Tamil Nadu,Ooty," Lamb's Rock, Coonoor "," A popular picnic spot in the region, this place is consistently visited by tourists. The view from this spot is spectacular and a major crowd puller! It is possible to see the Coonoor stream some 5000 feet below. This vantage point also provides you with an excellent view of the Coimbatore plains. "," Nov-Feb 
            ",2.0,11.3517443,76.8368663
4356,Tamil Nadu,Ooty," Simi's Park, Coonoor ", An extremely pretty botanical garden - a rare but beautiful sight in the region - was developed back in 1874 by Mr. J.D. Sims and Major Murray. There is an annual fruit and vegetable show that is held in the park that is well attended. ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4357,Tamil Nadu,Ooty," Catherine Falls, Coonoor "," Catherine Falls, also known as St. Catherine's Falls, is situated in the area that surrounds Coonoor. This magnificent waterfall falls from an impressive height of 250 feet. "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4358,Tamil Nadu,Ooty, Upper Bhavani Lake ," The Upper Bhavani Lake is a mesmerising and breathtaking lake that is located above the Avalanche Area in the Nilgiri Hills. This beautiful lake, which was previously ignored and consequently unexplored, is now gaining some popularity and credit for its charming beauty and picturesque scenes.Â  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4359,Tamil Nadu,Ooty," Bison Valley, Bellikkal ", Bison Valley gained its name from the Indian bison that roams throughout this area. Splendid views of the cardamom forests and momentous possible from this beautiful valley. ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4360,Tamil Nadu,Ooty, Wenlock Downs ," Wenlock Downs is a famous picnic spot in the outskirts of Ooty. People seeking a spot to escape the polluted environment and the world of concrete often head to this attraction. At Wenlock Downs, they find a vast expanse of lush green meadow over the natural landscape with rolling mountains all covered in dense vegetation.  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4361,Tamil Nadu,Ooty, Thunder World ," Thunder World is a themed amusement park in Ooty. Also known as Dinosaur Park, it is famous amongst the young and the old who visit to get a feel of going back into the past and experiencing illusions or witnessing the world of spirits. The park is divided into themed sections â€“ the Jurassic Jungle, the Vortex and the Haunted House.  "," Nov-Feb 
            ",2.0,11.4042416,76.6939742
4362,Tamil Nadu,Ooty, Ketti Valley View ," Located at a distance of 4 kms from the Ooty Bus Stand on the Ooty Coonoor road, Ketti Valley View is a popular vantage point in Ooty. Boasting of utter tranquillity and surreal setting, the place offers mesmerising views of the resplendent valley below with gushing waterfalls, meandering streams and flourishing wildlife. "," Nov-Feb 
            ",2.0,11.3878628,76.7151648
4363,Tamil Nadu,Ooty, Cairn Hill ," Situated in the hill town of Ooty, Cairn Hill is an eco-tourism and a reserved forest site which came into existence in the 1860s and sprawls over a massive area of approx 168 hectares.  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4364,Tamil Nadu,Ooty, Adam's Fountain ," Adam's Fountain is a gorgeous fountain situated at the Charring Cross junction in Ooty. The fountain was built in 1886 as a memorial to the then Governor of Ooty. The cost of the total construction was between INR 13,000 and INR 14,000 and was collected through public funding. It is a very important tourist landmark in the city. "," Nov-Feb 
            ",2.0,11.4119471,76.7083068
4365,Tamil Nadu,Ooty, Elk Hill Murugan Temple ," Perched atop the Elk Hill in Ooty, amidst picturesque backdrop and a resplendent setting, Elk Murugan Temple is a revered Hindu temple enshrined by Lord Muruga. Besides the gorgeous landscape and astounding panoramic vistas, the hill also boasts of rich and flourishing wildlife and bounteous nature. "," Nov-Feb 
            ",2.0,11.3994256,76.7099859
4366,Tamil Nadu,Ooty, Wax Museum Ooty ," Located at a distance of just 1 km from the Ooty Railway Station, the Ooty Wax Museum is one of the top places to visit of the place and is housed in a 130 years old charming colonial mansion. Besides, the museum also houses full depiction of the life of a rural household. There are sites where you can see Indian potters and villagers doing pottery and farming, cultivating etc.; all carved out in wax. "," Nov-Feb 
            ",2.0,11.4043343,76.7149351
4367,Tamil Nadu,Ooty, Kandal Cross Shrine ," Situated on the outskirts of Ooty, Kandal Cross Shrine is a beautiful church popularly known as the Jerusalem of the East. The church houses a life size bronze crucifix and a relic in a small glass case which is believed to be from the original cross that Christ carried. Sacred prayers are offered every Friday. "," Nov-Feb 
            ",2.0,11.4075289,76.6755182
4368,Tamil Nadu,Ooty, Stone House Ooty ," Stone House in Ooty is famous for being the first bungalow in the town. Also known as Kal Bangala in Tamil, it was built in the early 19th century by John Sullivan, an Englishman, the first Collector of Udhagamandalam and the founder of the British Settlement in Ooty. "," Nov-Feb 
            ",2.0,11.41224645,76.71537185
4369,Tamil Nadu,Ooty, Pykara Falls ," Pykara Falls are set amidst the backdrop of a lush green forest and are an absolute delight to witness. Pykara is the name of a village which lies at a distance of around 19 kms from Ooty, in the state of Tamil Nadu. It is also the name of a river which runs through the Pykara village, which is sacred to the natives of this land. The Pykara river flows downstream from the mountains, over a series of waterfalls, and these are known as the Pykara falls. "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4370,Tamil Nadu,Ooty, Children's Park ," Children's' Park in Ooty is one of the most prominent and popular parks of the city. Blanketted in a lush green grassy carpet, the park has several rides and swings for children. In addition to that, the park also facilitates boating, rowing and horse riding etc as recreational activities. "," Nov-Feb 
            ",2.0,13.0043766,80.23654999
4371,Tamil Nadu,Ooty, Lake Park Ooty ," Lake Park in Ooty is situated adjacent to the Ooty Lake. Adorned with vibrant flowers and a glossy green carpet, the park is a hot spot for leisure evenings and sunbathing. It also has dinosaur statues and entertaining games for kids. "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4372,Tamil Nadu,Ooty, Katari Falls ," Known to be the third highest waterfalls in the Nilgiris, the mesmerising Katari Falls is situated at  Adikarratti in Ooty, 10 kms from Coonoor. Boasting of a magnificent height of 180 m, the silvery water gushing down to form a pool at the base is also a popular picnic spot in the region.  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4373,Tamil Nadu,Ooty, Halashana Falls , The very beautiful and mesmerising Halashana Waterfalls are located in the Nilgiris near the cities of both Ooty and Coonoor. The silvery water falls down a height of 150 feet above the sea level. The area around the falls is owned by a private estate. ," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4374,Tamil Nadu,Ooty, Tea Factory ," Ooty Tea Factory or Tea Museum is situated on the Doddabetta Road in Ooty. Surrounded by emerald green tea plantations, the museum takes you on a tour of tea evolution from the origin to the present. It has a variety of preserved tea leaves on display. It also has an adjacent souvenir shop where you can try and buy various kinds of tea leaves. "," Nov-Feb 
            ",2.0,11.4581569,76.8607855
4375,Tamil Nadu,Ooty, Shopping in Ooty ," When in the hill town, market browsing for traditional homemade chocolates is one of the top things to do in Ooty. You can try and buy these at the Main Bazaar. Besides that, you can shop for apparels and woollen clothes at the Tibetan Market and spices at the Upper Bazaar Road. "," Nov-Feb 
            ",2.0,11.4102753,76.70597856
4376,Tamil Nadu,Ooty, Honey & Bee Museum ," Honey & Bee Museum is situated on the Sargan Villa Club Road in Ooty and aims to provide in depth knowledge about the anatomy of a bee and the manufacture of honey from its nascent stage. The tour is a very informative one. And while the other things are common to most hill stations, a tour in this museum is unique and among the most unique things to do in Ooty. "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4377,Tamil Nadu,Ooty, Ooty Flower Show ," The Ooty Flower Show is an annual event which is held in the Ooty Botanical Gardens. Often referred to as â€˜The Showstopper of the Southâ€™, the Ooty Flower Show has been successfully setting the bar to grasp the global trends in floriculture for the past 123 years.  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4378,Tamil Nadu,Ooty, Mukurthi National Park ," The culturally rich South-Indian state - Tamil Nadu â€“ calls out tourists from all around the globe, and there is more than one reason to it. Be it the extravagance of architectural excellence in the form of magnificent temples, the serenity of the scenic beaches and the magical charm of the hill stations, Tamil Nadu is an absolute vacationersâ€™ paradise.  "," Nov-Feb 
            ",2.0,11.4126769,76.7030504
4379,Tamil Nadu,Hogenakkal, Hogenakkal Falls ," The prime attraction of Hogenakkal are the Hogenakkal Falls. The Kaveri River forks into multiple streams and falls through multiple steps, making the site mesmerizing. "," Nov-Feb 
            ",2.0,12.1184195,77.7758632
4380,Tamil Nadu,Hogenakkal, Mettur Dam ," Mettur Dam, situated 30 miles from Salem in a small Mettur Village is one of the largest dams of India. The dam is surrounded by hilly range and is quite popular among tourists. "," Nov-Feb 
            ",2.0,11.80349265,77.80607764
