city_name,name,description
Pondicherry, 43. White Town ," Known as the French Colony of Pondicherry, White Town is a residential area in town which boasts of an interwoven culture of the Tamils and the primal French families. Flaunting cobblestone streets and mustard yellow houses, the colony retains the old world charm, daintiness and also the architecture of ancient French Quarters. Most of these have been converted into heritage hotels, restaurants, quirky cafes and art galleries. The buildings are mostly painted in pale yellow colour or shades of it and the well paved clean pathways are lined with shady trees. "
Pondicherry, 44. Vedapureeswarar Temple ," The Sri Vedapureeswarar temple is an ancient temple located in the southern union territory of Pondicherry also known as Puducherry. The temple is constructed in Dravidian style architecture and houses the all-mighty Lord Shiva. The Vedapureeswarar temple was demolished by the French in the year 1748, and it is also believed to have been demolished by the Muslims earlier. With the help of the funds of the people, the temple was re-established by the people. The temple has a seven-tiered entrance to the temple. "
Pondicherry, 45. Karaikal Beach ," Located in Pondicherry’s Karaikal city, Karaikal Beach is a popular one owing to its breathtaking views. It is a natural beach that lies on the Bay of Bengal and attracts large crowds throughout the year since it is an excellent spot for a dip and for evening walks. An ideal place to witness the sunset, there is a rocky path here to walk on, fishing boats to watch and plenty of opportunities for nature photography. Besides food joints and shops around the beach, there is also a park to visit. "
Pondicherry, 46. Quiet Beach ," As the name suggests, Quiet Beach in Pondicherry is a calm and serene location that is a hidden gem for most. With clear water, golden sand and big waves, it is perfect for a relaxing day of picnicking, sunbathing, collecting pretty shells, building sandcastles and more. "
Pondicherry, 47. Mahe Beach ," Located close to Kannur, Mahe Beach in Pondicherry is a quiet and clean beach that also forms Kerala's northern coast. Lined with tall palm trees, the beach is a must-visit during the early hours of the morning to witness the gorgeous sunrise while walking on the white sand along the blue waters. Not only is it ideal for swimming but also for beach sports like volleyball; for those looking to relax, the view of the sunset here is absolutely spectacular. There are restaurants around that serve delicious food and shops that sell souvenirs. "
Pondicherry, 48. Reppo Beach ," A relatively unknown beach located in Pondicherry’s Vaithikuppam area, Reppo Beach is a peaceful location that is generally free of massive crowds. Known for its spectacular views of the sunset, it is ideal for swimming and surfing. There are quite a few fisherman’s boats around and once in a while a cargo ship passes by as well. It is the place to visit if you are looking for some peaceful time away from the crowds and want to enjoy nature. "
New Delhi, 1. India Gate ," India Gate is a war memorial located in New Delhi, along the Rajpath. It is dedicated to the 82,000 soldiers, both Indian and British, who died during the First World War and the Third Anglo-Afghan War. India Gate looks stunning at night with the fountain displaying colourful lights. The surrounding lush green lawns are a popular picnic spot. The Amar Jawan Jyoti is also located here. "
New Delhi, 2. Qutub Minar ," Qutub Minar is a minaret or a victory tower located in the Qutub complex, a UNESCO World Heritage Site in Delhi's Mehrauli area. With a height of 72.5 metres (238 ft), Qutub Minar is the second tallest monument of Delhi. The surrounding Qutub complex has lush green lawns which are popular picnic spot. "
New Delhi, 3. Akshardham Temple Delhi ," The Akshardham Temple, also known as Swaminarayan Akshardham is dedicated to Lord Swaminarayan. It is known for its stunning architecture. Akshardham complex is home to India's largest step well which is a host to the mesmerising water show each evening. "
New Delhi, 4. Humayun's Tomb ," Humayun's tomb is the final resting place of the Mughal Emperor Humayun. Located in the Nizamuddin East area of Delhi, it is the first garden-tomb in India. This UNESCO World Heritage Site is known for the stunning typical Mughal architecture with Persian influences. "
New Delhi, 5. Hauz Khas Village ," An affluent neighbourhood in South Delhi, Hauz Khas Village or 'HKV' is known for its electric nightlife with countless cafes, bars and pubs along with art galleries, and boutiques and is amongst the top hip places to visit in Delhi other than a heritage site. The area is also dotted with domed structures which are tombs of royalties during the 14th to 16th century. "
New Delhi, 6. Museum of Illusions ," The Museum of Illusions in Connaught Place, New Delhi is India's first optical illusion museum. It is a fun place to challenge the senses by exploring exhibits which include holograms, a supposedly rotating cylinder, a room with no gravity, rooms with mirrors that distort reality and much more. 
 "
New Delhi," 7. National Gallery Of Modern Art, Delhi "," Following its motto of delivering an excellent world of art to its visitors, National Gallery of Modern Art, Delhi, preserves paintings and other artistic pieces dating back to 1850s. It houses a collection of more than 14,000 artworks which includes work that is as old as a hundred and fifty years.  "
New Delhi, 8. Lotus Temple ," The Lotus Temple is one of the seven Baha'i House of Worship present around the world. Known for its stunning white petal lotus architecture, iy is one of the most visited establishments in the world.  "
New Delhi, 9. Red Fort ," The Red Fort is a historical fort in the old Delhi area, on the banks of Yamuna. Shah Jahan constructed it in 1639 as a result of a capital shift from Agra to Delhi. Built from red sandstone, it is home to several museums. Every year, the Indian Prime Minister unfurls the national flag here on the Independence Day.  "
New Delhi, 10. Agrasen ki Baoli ," A protected monument under the Archaeological Survey of India, Agrasen ki Baoli is a 60 meter long and 15 meter wide historical step well on Halley Road, New Delhi. It is an ancient water reservoir having 103 stone steps. It is one of the most visited places in Delhi having a serene atmosphere. "
New Delhi, 11. Sunder Nursery ," Sunder Nursery (also known as Central Park) is a park complex situated adjacent to Humayun's Tomb, Built in the 16th century, the park was originally known as Azim Bagh. Sprawling over a whopping 90 acres of land, the park is home to 300 types of trees. "
New Delhi, 12. Garden of Five Senses ," Located in the poised Said-ul-Ajaib, the Garden of Five Senses is designed to stimulate your senses of touch, sight, smell, sound and taste and is a paradise for nature’s lovers. It is spread across 20 acres and has various themed parks, Mughal baghs, pools of water lilies, solar energy park, themed decor and many other attractions. "
New Delhi, 13. Lodhi Garden ," Lodhi Gardens is a city park placed in New Delhi, spanning over 90 acres. It is a luscious garden that houses the tombs of Sayyid ruler Mohammed Shah and Lodhi King Sikandar Lodhi. It is situated between Khan Market and Safdarjung's Tomb on Lodhi Road and is a favorite spot for morning walks for the Delhiites. "
New Delhi, 14. Waste to Wonder Park ," Waste to Wonder Park is one of its kind theme park in the world. It features the replicas of seven wonders of the world, created from industrial and other waste. Wind and solar energy have been harnessed to light up the park rendering a breathtaking sight during sunset and night.  "
New Delhi, 15. Chandni Chowk ," One of the oldest markets in Old Delhi, Chandni Chowk is still an important historical site renowned for the availability of every kind of goods as well as food. It was Constructed in the 17th century by mughal ruler of India Shah Jahan. It is situated opposite the Red Fort and provides a view of the Fatehpuri Mosque. "
New Delhi, 16. Dilli Haat ," Designed to invoke the ambience of a traditional village fair, Dilli Haat is every shopper’s paradise, a foodie’s haven and the cultural magnet of the metro city. A flamboyant mix of vibrant colours and varied cultures, the bazaar is located in the commercial centre of South Delhi, bang opposite to the INA Market. "
New Delhi, 17. Bharat Darshan Park ," The Bharat Darshan Park in Punjabi Bagh, Delhi has replicas of popular Indian monuments made out of waste material.  It is quite similar to the Waste to Wonders park. Some of the monument replicas include the Gateway of India, Mysore Palace, Hampi, Victoria Memorial Hall and Charminar, amongst others made from about 350 tonnes of scrap material. 
 "
New Delhi, 18. Gurudwara Bangla Sahib ," Gurudwara Bangla Sahib is one of the most important Sikh gurdwara, aka Sikh house of worship, in Delhi, India and known for its association with the eighth Sikh Guru, Guru Har Krishan, as well as the pool inside its complex, known as the 'Sarovar.' It was first built as a small temple by Sikh General Sardar Bhagel Singh in 1783, who supervised the construction of nine Sikh shrines in Delhi in the same year, during the reign of Mughal Emperor, Shah Alam II. "
New Delhi, 19. Pradhanmantri Sangrahalaya ," The Prime Ministers’ Museum or the Pradhanmantri Sangrahalaya was inaugurated by Prime Minister Narendra Modi on 14th April 2022. Located next to the Nehru Memorial Museum and Library (NMML) on Teen Murti Marg, the museum pays tribute to all the Prime Ministers of India since Independence. Besides memorabilia, there is an audio and visual tour of speeches from the Red Fort and a virtual helicopter ride. "
New Delhi," 20. Rail Museum, Delhi "," Located in the vicinity of Chanakyapuri, the Rail Museum aims to preserve the 163 years old railway heritage of India. Popularly known as the National Railway Museum, the museum is spread over 10 acres of land and houses some fantabulous railway memorabilia.  "
New Delhi, 21. Nizamuddin Dargah ," This is the holy shrine of Muslim Sufi Saint Nizamuddin Chisti. The tombs of many other people from the Mughal era are present in the same area, which surround a tank. Known to be one of the top-visited places in Delhi, a vibe of spirituality and serenity seems to be omnipresent at the Hazrat Nizamuddin Dargah, where you can find throngs of devotees even in the later hours of the evening. "
New Delhi," 22. Jantar Mantar, Delhi "," Located in New Delhi, the Jantar Mantar was one of the five sites built by Maharaja Jai Singh II of Jaipur. The site consists of 13 architectural astronomy instruments. The main purpose of the observatory was to compile the astronomical tables and to predict the movement and timings of the sun, moon and planets.  "
New Delhi, 23. Delhi Zoo ," Also known as Chidiya Ghar, Delhi Zoo is a favourite weekend spot among adults and children. From biggest cats to the tiniest birds, the zoo has all kinds of animals and birds. It has canteens inside for the visitors and battery-operated vehicles. "
New Delhi, 24. Mehrauli Archaeological Park ," The Mehrauli Archaeological Park is a 200-acre archaeological site home to more than 100 magnificent monuments, and tombs from the 10th century to the British era. Some prominent monuments here are tombs of Balban and Quli Khan, Jamali Kamali mosque, and Rajon ki Baoli among others. "
New Delhi, 25. Kingdom of Dreams ," The Kingdom of Dreams, also known as KOD sits majestically in Gurugram (Previously Gurgaon) and is India's first live entertainment, leisure and theatre destination. It is a magnificent structure and glitters merrily in sector 29. It offers visitors a taste of contemporary and modern India through the means of interactive tableaus, galleys, and arts.  It is currently becoming one of the best places in Delhi for tourists and locals alike. "
New Delhi," 26. Mughal Gardens, Delhi "," Popularly known as the “soul” of the Presidential Palace, the Mughal Gardens are located inside the Rashtrapati Bhawan Complex. Designed by Sir Edwin Lutyens in the year 1917 for Lady Harding, the gardens cover a vast area of 13 acres and are a wonderful incorporation of Mughal architecture with that of British style. The gardens are also open for a certain time in the year and hence make amongst the most-sought places to visit in Delhi. "
New Delhi, 27. Rashtrapati Bhavan , Rashtrapati Bhawan is a famous monument of the British Empire which was said to be the palace of the Viceroy of India. It is now the home of the President of India. It is considered to be the best-known monument in India next to Taj Mahal and Qutub Minar.  
New Delhi, 28. Jama Masjid Delhi ," Jama Masjid is the largest mosque in India built by Mughal Emperor Shah Jahan. The mosque hosts thousands of pilgrims each year on the holy occasion of Eid to offer special Namaz in the morning. Non-Muslims are not allowed inside the Masjid during Namaz offerings. One of the top attractions and best places to visit in Delhi, Jama Masjid gets a lot of tourist crowd other than the religious crowd. "
New Delhi, 29. Sarojini Market ," Vibrantly coloured clothes strewn all over, tiny food stalls cramped in every nook, deafening cacophony of the salesboys and a pandemic compact environment- welcome to Sarojini Nagar, the most hep and trendy market of Delhi.  "
New Delhi, 30. Connaught Place ," Officially named Rajiv Chowk, Connaught Place is better known as CP amongst the locals. It is one of the largest commercial and business centers in Delhi, and has been designed in two concentric circles namely Connaught's Inner Circle and Connaught's Outer Circle. Known since British era, this market has its own elegance. Known to be the most iconic structure from Lutyens Delhi, this is also among one the top places to visit in Delhi. "
New Delhi, 31. Shopping Markets ," Delhi is known to be shoppers' paradise. For almost everything, you will find a great market for the best price. "
New Delhi, 32. ISKCON Temple Delhi ," This temple was opened back in 1998; it is located at Hare Krishna Hills, in the East of Kailash area of New Delhi, India. A very well-known Lord Krishna temple for inner peace. Its followers believe in Srila Prabhupada. As one of the biggest temple complexes in India. It has numerous rooms for priests and service renders. Many halls are used for its administration purposes. It is divided into four broad units. "
New Delhi, 33. Khan Market ," Khan Market is one of the hot spot and posh market in Delhi which serves as a perfect place for friends and family to hangout. Known to be one of the top places to visit in Delhi, the market has successfully held the essence of its original structure even in the times of rapid modernization. If you need to hang out late at night, Khan Market is the place for you as remains open till 12:00 AM.  "
New Delhi, 34. Paharganj ," Replete with travellers, both Indians and foreign, Paharganj is the most chaotic, noisy, dirty and yet the most vibrant market of Delhi. Dotted with umpteen hotels, brothels, cheap bars, and ultra cheap restaurants; the labyrinthian alleys of Paharganj have a lot more to offer than visible to the naked eye.  "
New Delhi, 35. Birla Mandir Delhi ," The Birla Mandir or Birla Temple popularly known as the Laxminarayan Temple is a temple dedicated to Laxminarayan. It is located at Connaught Place, New Delhi, and was built by the Birla family, which is why it is known as the Birla temple. Built-in the early 1900s and spread over a whopping 7.5 acres, the temple houses many shrines, fountains, and gardens along with sculptures and carvings.   "
New Delhi, 36. Lajpat Nagar ," Lajpat Nagar is a bustling and colourful neighbourhood in South Delhi which is best known for the Lajpat Nagar Central Market where many come to experience the thrill of the genuine Delhi life. One visit and you'll know how lively the place is and this can be seen by the flamboyant goods on sale, the brilliant evening lights, the rushing inhabitants and the sounds of the ever so busy streets.  "
New Delhi, 37. Safdarjung Tomb ," Built in 1754, during the reign of Mughal Emperor- Ahmad Shah Bahadur, the namesake tomb is dedicated to the Prime Minister of the court- Safdarjung. Located in the heart of the city, at the junction of Safdarjung Road and Aurobindo Marg, the monument is a low-key tourist attraction of the city.  "
New Delhi, 38. Purana Qila ," Stoically standing in the placid vicinity of Indraprastha, Purana Qila or the Old Fort is a masterpiece of the ancient glory and sterling architecture of the bygone Mughal Empire, and is one of the oldest forts in Delhi. Built on the banks of river Yamuna and spread over a vast 1.5 kms of area, the monument has tons of myths and legends of the medieval era attached to it.  "
New Delhi, 39. Adventure Island ," Probably the most famous of all adventure parks in Delhi NCR, Adventure Island is a one-stop haunt for all the dose of thrill and enjoyment. It is a super-hit with kids and adults alike, and couples find it a refreshing change to head to for spending an exciting date! It has a vast array of adult rides, rides for kids, water rides as well as special events that are organised from time to time. Feel the adrenaline pumping as you head for a ride on 'Butterfly Feeling' or 'Twister' meant for adults; alternatively, you could let your inner child have fun on less scary rides such as Wild Wheels, Sky Riders or Splash Down. Wave Rocker, It's a Ringa Ringa Thing, Bush Buggies, Splash Dunk and Bumper Cars are loved by families and large friends' groups. In addition to the adventure park, you could dabble in some window-shopping experience at the Metro Walk, which is dotted with all the latest brands, and finally, head towards a satisfying lunch or dinner at plenty of culinary options available. The best part about this place is its super convenient connectivity by metro as it is located bang opposite to Rithala station on the red line.  "
New Delhi, 40. Pragati Maidan ," Pragati Maidan, situated at Mathura Road, is a vast exhibition center of Delhi. With an exhibit area of 150 acres, it serves as an important attraction of Delhi.  "
New Delhi, 41. Rajghat ," Rajghat is a place where Mahatma Gandhi, Father of the Nation was cremated followed by his assassination in year 1948. Visitors from all around the world come here to pay their homage.  "
New Delhi," 42. National Museum, Delhi "," Also known as the National Museum of India, the National Museum in New Delhi is one the largest museums in India, situated on the corner of the Janpath and Maulana Azad Road. Established in 1949, the blueprints of the majestic repository were prepared by the Gwyer Committee set up by the Government of India in 1946. "
New Delhi, 43. Kuchesar ," Kuchesar is a tiny village in Bulandshahr district of Uttar Pradesh, at a distance of 80 km from Delhi and is popular for its Mud Fort, now restored as a heritage resort. "
New Delhi, 44. Crafts Museum ," Popularly known as the Crafts Museum, the National Handicrafts Museum is a colorful amalgamation of the diverse culture and rich traditions of our country. Located in the far corner of the magnanimous Pragati Maidan in Delhi, the museum is a centre to exhibit varied specimens in handicrafts, textile and local decor.  "
New Delhi, 45. Tughlaqabad Fort ," Tughlaqabad Fort is one of the finest specimens of pure Islamic architecture and has the touch of Sultanate sturdiness about its fortifications. Popular as one of the best-visited places in Delhi, the entire premise takes around an hour or two to look around and offer great opportunities for history enthusiasts and shutterbugs.  "
New Delhi, 46. Teen Murti Bhavan ," Once served as the home of Pt. Jawaharlal Nehru for 16 years, today, the Teen Murti Bhavan houses various institutions like the Nehru Memorial Museum and Library and the office of Jawaharlal Nehru Memorial Fund. One of the four Nehru Planetariums is also located within the grounds of the house. "
New Delhi, 47. Rajpath ," Running from Rashtrapati Bhavan on Raisina Hill, all the way through Vijay Chowk and India Gate to the National Stadium, Rajpath is a long ceremonial boulevard in New Delhi. Considered to be one of the most important roads in India, it is where the annual Republic Day parade takes place on 26 January. While Rajpath stands for the King's Road, Janpath, which stands for People's Road, also crosses the road. Running in the east-west direction, the avenue is lined on both sides by huge lawns, canals and many rows of trees. "
New Delhi, 48. Sulabh International Museum of Toilets ," Sulabh International Museum of Toilets was built in 1992 by Dr. Bindeshwar Pathak (a social activist) and titled as one of the weirdest museum in the world by Time magazine. Established with the objective to address the global history of sanitation and toilets, the museum is anything but mundane and is a source of amusement to many.  "
New Delhi, 49. Nicholson Cemetery ," Situated in the heart of the city in Kashmere Gate area of New Delhi, Nicholson Cemetery (also known as Lothian Cemetery) is an ancient Christian cemetery named after the Brigadier-General John Nicholson, a Victorian era military officer who played a crucial role during the Indian Rebellion of 1857.  "
New Delhi, 50. Iron Pillar ," Iron Pillar is one of the many mysterious monuments of wonder present in Delhi- the capital of India. Located within the Qutub Minar complex in Mehrauli area of New Delhi, the Iron Pillar has been posing as one of the foremost metallurgical curiosities of the world due to its prowess to not exhibit a speck of rust despite being thousands of years old.  "
New Delhi, 51. Nehru Memorial Museum and Library ," Housed within the premises of the grand Teen Murti Bhavan in Delhi, Nehru Memorial Museum and Library is an autonomous institution established in the memory of the first Prime Minister of India- Pandit Jawaharlal Nehru.  "
New Delhi, 52. Chhatarpur Mandir ," Situated in the posh locality of South Delhi, i.e. Chhatarpur, Chhatarpur Temple is dedicated to Goddess Katyayani, a part of Navadurga. Founded by Baba Sant Nagpal Ji in 1974, the temple is the second largest in all of India after Akshardham Temple (which is also in Delhi).  "
Khajuraho," 1. Light and Sound Show, Khajuraho "," After the visit to the temple complex is over, a light and sound show is carried out which is narrated by veteran actor Mr. Amitabh Bachhan. "
Khajuraho, 2. Dulhadev Temple ," Built in the year 1130 the Dulhadev Temple enshrines a beautiful shivalingam and striking sculptures of Apsaras and other ornamented figures. The temple also has a stunning sculpture of Lord Shiva with his wife Parvati, the intricate details of the carvings adding to the charm of the overall architecture. "
Khajuraho, 3. Kandariya Mahadev Temple ," Built around 1025-1050 AD, this temple exudes grandeur and finesse in its architecture. With beautiful frescos of women in various postures adorning the walls of this temple, this place is one of the most stunning tourists sites in Khajuraho. "
Khajuraho, 4. Lakshman Temple ," The oldest and most aesthetically pleasing temples among the Western group of Temples, the Lakshman temple is named after the ruler of that time. The trinity of Brahma, Vishnu and Shiva is depicted in the horizontal beam over the entrance of the temple. "
Khajuraho, 5. Parsvanath temple ," This temple is the largest among the Eastern group of temples and has intricately detailed carvings on its walls. The most intriguing side of the architecture of this temple is the aesthetic blend of Hindu, muslim and Buddhist styles. "
Khajuraho," 6. Vishwanath Temple, Khajuraho "," Dedicated to Lord Shiva, this temple is one among the western group of temples. It has a beautiful marble shivalinga as the main deity. An imposing image of Brahma is also housed in this temple. A massive sculpture of Nandi the Bull is also enshrined alongside the Shivalingam. "
Khajuraho, 7. Lakshmi temple ," Dedicated to Goddess Lakshmi, the Hindu deity of wealth. This temple houses some moderate shrines and is comparatively smaller than the other temples in Khajuraho. "
Khajuraho, 8. Javari Temple ," Javari Temple is another temple from the Khajuraho Group of Monuments enshrined by Lord Vishnu although the idol of the presiding deity is broken and headless. The temple is rather tiny and has been built in Shikhara style of architecture. The temple also has sculptures of Navagrahas, Shiva, Vishnu and Brahma at the entrance gate of the sanctum. "
Khajuraho, 9. Devi Jagdamba Temple ," Initially built as a Vishnu temple, the Devi Jagdamba temple has beautifully carved erotic figures. The Garba Griha houses a stunning sculpture of the Goddess of the Universe. The temple also houses a beautiful image of Goddess Parvati, with the image of Mithuna. "
Khajuraho, 10. State Museum of Tribal and Folk Art ," Housed within the Chandela Cultural Complex in Khajuraho, Madhya Pradesh, State Museum of Tribal and Folk Art well maintained tiny repository of old scriptures of tribal art and culture in the form of masks, terracotta sculptures, folk- paintings, bamboo articles and other collectibles. The museum also has a beautiful garden surrounding it. "
Khajuraho, 11. Archaeological Museum Khajuraho ," Archaeological Museum is located near the Western Group of Temples in Khajuraho and was originally known as the Jardine Museum. Housing over 2000 items, the museum has relics from the 10th and 12th century temples of Hinduism and Jainism. "
Khajuraho, 12. Raneh Falls ," Located at a distance of 20 kms from Khajuraho, Raneh Falls are mesmerising natural waterfalls over river Ken. The river has carved a deep canyon in the valley made of crystalline granite in shares of red, pink and grey. There are several small and big waterfalls emerging from this gorge, collectively called as Raneh Falls. "
Khajuraho, 13. Adinath Temple ," This is a jain temple dedicated to the Jain God Tirthankar. With exquisite sculpted figures, including yakshis this is one of the most beautiful jain temples in Madhya Pradesh. "
Khajuraho, 14. Khajuraho Dance Festival ," Every year, Khajuraho dance festival is  organized in February or March.  This festival attracts loads of travellers including the international ones. They attend the festival enthusiastically and they get the opportunity to explore the rich Indian culture and its marvelous history.(br) This festival is organized by the Madhya Pradesh Kala Parishad. Many world famous artists come and perform here.  The ambience around is full of art and passion and the background of the magnificent Khajuraho temples enhances the beauty of the festival.  "
Khajuraho," 15. Chaturbhuj Temple, Khajuraho "," Chaturbhuj Temple is situated in the Jatakari village of Khajuraho and is also known as Jatakari Temple. Enshrined by Lord Vishnu, the temple is free of any erotic carvings or sculptures and hence is considered a unique temple in the region. Rectangular in shape, the shrine built on a raised platform and is visited by a large number of pilgrim all through the year. "
Khajuraho, 16. Varaha Temple ," Varaha Temple is built in the Western Group of Temple Complex in Khajuraho, Madhya Pradesh and is enshrine by a massive idol of Varaha - the incarnation of Lord Vishnu in the form of a boar. Made in sandstone, the sculpture has numerous carvings all over its body and depict Goddess Saraswati at one certain place on the body. "
Khajuraho, 17. Matangeshwar Temple ," Built among the Western Group of Temple Complex in Khajuraho, Madhya Pradesh, Matangeshwar Temple is a rather plainly designed temple dedicated to Lord Shiva. Made of sandstone, the temple houses a large shivalinga which has Nagari and Persian inscriptions carved on it. The temple is a popular site among Shiva devotees. "
Khajuraho, 18. Nandi Temple ," Nandi Temple is a part of Khajuraho Group of Monuments which is a World Heritage Site in Khajuraho, Madhya Pradesh. The temple is dedicated to Nandi- the bull which is the mount of Lord Shiva. As is customary, the temple is built across the shrine of Lord Shiva called Vishvanatha Temple. "
Khajuraho, 19. Vaman Temple , Vamana Temple in Khajuraho is dedicated to Vamana- the fifth incarnation of Lord Vishnu and is one among the Khajuraho Group of Monuments. The exterior walls of the shrine have erotic carvings of nymphs and celestial bodies and different women in several different postures. The beautiful site is a popular tourist spot and is thronged by tourists all through the year. 
Khajuraho, 20. Chitragupta Temple , Chitragupta Temple in Khajuraho is enshrined by Sun God- Surya and dates back to the 11th century. The presiding deities is riding a chariot with seven horses. The exterior walls of the shrine have carvings of several gods and erotic couples. The site is popular among tourists and devotees alike. 
Khajuraho, 21. Shantinath Temple ," Shantinatha Temple is a Jain temple counted as a World Heritage Site along the Khajuraho Group of Monuments. The temple is presided by Shantinatha; however, it has idols of other Jain tirthankaras as well, including a colossal statue of Adinatha. The temple has been renovated but still bears inscriptions from the bygone era. "
Khajuraho, 22. Beni Sagar Dam ," Located on the outskirts of Khajuraho city, Beni Sagar Dam has been built over River Khudar and is a masterpiece of magnificence. It also facilitates recreation activities like boasting, fishing, angling etc. and is popular for day picnic and leisure. The damalso offers spectacular views of the sunrise and sunset. "
Khajuraho, 23. Dhubela Museum ," Also known as Maharaja Chhatrasal Museum, Dhubela Museum is located in Dhubela, 62 kms from Khajuraho. Boasting of a serene setting on the banks of Dhubela lake and housed in the premises of Maharaja Chhatrasal Palace, the museum displays an extensive collection of sculptures, arms, armoury, miniature paintings etc., spread over 8 galleries. "
Khajuraho, 24. Jain Museum ," Located in the Jain Temples Complex, Jain Museum is a circular building housing huge statues and sculptures of Jain tirthankaras and yakshis. The entrance gate is flanked by the mythical creatures - Makara Torana. "
Khajuraho, 25. Chausath Yogini Temple ," The Chausath Yogini Temple is the oldest temple in the temple-town of Khajuraho. This late 9th century Devi temple is now in ruins, but the shrine cells and other remnants remain at the site. There are no sculptures found here. A monument of national importance, remnants of this temple have been found in other places around the region.  "
Chennai, 1. Marina Beach ," Marina Beach is a natural urban beach along the Bay of Bengal. The beach is stretched out to a distance of 13 kilometres making it the longest natural urban beach in the country, second largest in the world and also the most crowded beach in India with almost 30,000 visitors a day. "
Chennai," 2. Government Museum, Chennai "," Government Museum was established in 1851 and is the second oldest museum in the country after the Indian Museum in Kolkata. Situated in Egmore suburb of Chennai, it is built in the Indo-Sarcenic style and houses a rich collection of the works of Raja Ravi Varma.  "
Chennai, 3. MGR Film City ," Having been established in the year 1994, a considerably new structure, the MGR Film city is managed by the Government of Tamil Nadu in loving memory of MG Ramachandran who was not only a crowd-pleasing tamil actor but also a longtime CM of Tamil Nadu. "
Chennai, 4. Breezy Beach ," Breezy Beach lays in the remote and serene neighbourhood of Valmiki Nagar in Chennai. Being smaller and less polluted, its a perfect getaway for anyone looking for a peaceful evening. "
Chennai, 5. Marundeeswarar Temple ," The magnificent Marundeeswarar Temple, in Tiruvanmiyur, near Chennai has the temple deity Shiva in the form of Marundeeswar or Aushadeeswarar, the God of Medicines. A fine specimen of Dravidian architecture, this temple is a must visit for anyone visiting Chennai or nearby cities. "
Chennai, 6. Arignar Anna Zoological Park ," Arignar Anna Zoological Park aka Vandalur Zoo, is a zoological garden located in Vandalur is spread over an area of 602 hectares, including a rescue and rehabilitation centre. The zoo shelters about 3000 species of flora and fauna across twelve hundred acres including 46 endangered species, in its 160 enclosures."
Chennai, 7. Valluvar Kottam ," Valluvar Kottam is an auditorium, with a gigantic capacity to hold 4,000 people, built in remembrance of the poet-saint, Tiruvalluvar. Verses of the poet Tiruvalluvar are embellished on the pillars in and around the auditorium. "
Chennai, 8. Ashtalakshmi Temple ," The Chennai Ashtalakshmi temple is situated in Besant Nagar, on the shores of the Bay of Bengal. That stretch of beach is known as the Elliot's beach. The temple was constructed on the express wishes of Sri Mahaa Periyavaal of Kanchi Mutt, Sri Chandrasekara Saraswati Swamigal. (br) The temple's architecture is unique, with the deities installed in four levels.  "
Chennai, 9. Connemara Public Library , The Connemara Public Library at Chennai holds the prestigious status of being amongst one of the four deposit libraries in India which entitles them to a copy of every publication in India. 
Chennai, 10. Kolli Hills ," With an ominous name which means ‘Mountain of Death’, Kolli Hills or Kolli Malai are a mountain range located in the Namakkal district of Tamil Nadu. It is relatively untouched by commercial tourism and therefore has retained most of its natural magnificence.  "
Chennai, 11. Elliot's Beach ," A beach showcasing beauty, calmness, serenity and everything that signifies nature at its best, the Elliot's beach cannot be forgotten by anyone who has visited it once. "
Chennai, 12. VGP Golden Beach ," Considered as one of the cleanest and beautiful beaches in Chennai, VGP Golden beach is one of the most sought after destinations in the area by family and friends.  "
Chennai, 13. ISKCON (Hare Rama Hare Krishna) Temple ," ISKCON Temple Chennai is a  temple devoted to Lord Krishna. It is located on the East Coast Road at southern Chennai. Built on 1.5 acres of land, ISKCON, Chennai is the biggest Radha Krishna temple in Tamil Nadu. It was officially inaugurated on 26 April 2012. The deities revered in the temple include those of Radha Krishna and lord's family, including Sri Sri Nitai Gauranga. "
Chennai, 14. Vivekananda House ," Vivekananda House also popularly known as The Ice House, is a shrine and pilgrimage centre for the admirers and followers of Swami Vivekananda. It is in this house that Swami Vivekananda stayed for six weeks in 1900. "
Chennai, 15. Akkarai Beach ," The sandy coastline begins from Ennore in the north extending south into Uthandi, leaving one to choose from more than just Marina and Elliot's beach. "
Chennai, 16. Dakshinachitra Museum ," Dakshinachitra Museum is one of the living-history museums in India which stores in itself great works of architecture, crafts, performing arts, and lifestyles that belong to South India.  "
Chennai, 17. Santhome Cathedral Basilica ," Santhome Cathedral is a historical and ancient pilgrim centre, which was built during the 14th to the 15th century A D by the then reigning, Portuguese. "
Chennai, 18. Madras War Cemetery , The Madras War Cemetery houses the last remains of around 855 martyrs who laid down their precious lives at the battlefronts in the devastating Second World War and also a Memorial stone for 1000 more who died fighting in the Great War before that. 
Chennai, 19. Madras Crocodile Bank Trust ," The Madras Crocodile Bank is not to be confused with a zoo. Yes, you can certainly take a look at the reptiles in captivity. But unlike a zoo, this has a much more in-depth operation through ex-situ and in-situ conservation. Right now, it is home to around 17 croc subspecies and some other reptiles like frogs, lizards, snakes and turtles as well. "
Chennai, 20. MGM Dizzee World ," MGM Dizzee World is one of the largest and oldest amusement parks in India. It brought Jurong’s Bird Show from Singapore to India way back in 1999. There are extreme level thrill rides, but nice and enjoyable ones are there too. The park has something for every age group.  "
