,state_name,city_name,place,description
19,Rajasthan,Ajmer, 20. Sai Baba Temple Ajmer ," Spread over 5 beeghas, Sai Baba Temple is a beautiful temple constructed by Mr. Suresh K. Lal. Situated in Ajay Nagar, the temple was inaugurated in 1999. The entire temple is made of marble. The temple also has shelters for all devotees of Shirdi Sai Baba.  "
20,Rajasthan,Ajmer, 21. Bijay Niwas Palace ," Bijay Niwas Palace was built by Rao Bijay Singh, almost a 100 years ago, at the same time when he founded Bijaynagar. The ancient fort has been now converted into a luxury heritage hotel with 20 rooms. Situated at 70 kms from Ajmer, the fort is frequented by the young and adults alike. "
21,Rajasthan,Ajmer, 22. Akbari Masjid ," Akbari Mosque is situated between Shahjahani Gate and Buland Darwaza on the Ander Kote Road, Ajmer. Made in red sandstone, the shrine is decorated with white and green marbles. Four tall minarets flank the entrance and accentuate the beauty of the mosque. "
22,Rajasthan,Ajmer, 23. Prithviraj Smarak ," Located on the Taragarh Road in Ajmer, Prithviraj Smarak is a memorial dedicated to the fearless Rajput King- Prithviraj Chauhan. The Smarak is perched atop a hill and it offers panoramic views of the city below. "
0,Rajasthan,Chittorgarh, 1. Chittorgarh Fort ," Being one of the largest forts in India, Chittorgarh fort is a world heritage site. The fort was previously the capital of Mewar and is now situated in Chittorgarh. It is one of the most historically important forts in the entire north India and it reverberates with tales of heroism and sacrifice. It also displays the Rajput culture and values in true sense.  "
1,Rajasthan,Chittorgarh, 2. Padmini Palace ," Padmini Palace is the palace where Rani Padmini lived after she married Rawal Ratan Singh, the ruler of Mewar Kingdom. The palace is a historical monument related to the self-sacrifice of Rani Padmini after Chittorgarh was attacked by the Sultan of Delhi, Alauddin Khilji. "
2,Rajasthan,Chittorgarh, 3. Kalika Mata Temple , It is one of the most important temples of Chittorgarh and the city's tour isn't complete without a visit to this temple. The splendid sculpture of the temple is what attracts most tourists. 
3,Rajasthan,Chittorgarh, 4. Gau Mukh Kund ," Located within Chittorgarh fort, the Gomukh Kund is also known as ???Tirth Raj'' of Chittorgarh because whenever pilgrims and devotees go on the tour of different Hindu spiritual places, then they come to Gomukh kund for completion of their holy journey after returning back. "
4,Rajasthan,Chittorgarh, 5. Maha Sati ," About 110 km away from Chittorgarh, this is the sacred place where Udaipur Rulers used to be cremated. "
5,Rajasthan,Chittorgarh, 6. Rana Kumbha's palace , Rana Kumbha palace is where Rana Kumbha lived and spent his royal life. Its charming and artistic architecture makes it a must visit for tourists visiting Chittorgarh. 
6,Rajasthan,Chittorgarh, 7. Sitamata Wildlife Sanctuary ," Sitamata Wildlife Sanctuary is a dense forest area with thick deciduous plantations that include trees like Gulmohar, Sindoor, Rudraksha, Bamboo, Bel, etc. It is best explored during the day in the winter season as the weather stays pleasant and one can spot many migrating birds and local species of animals.  "
7,Rajasthan,Chittorgarh, 8. Fateh Prakash Palace ," This palace of Chittorgarh takes Rajput grandeur to a new level. The architecture is splendid, and the layout fantastic. "
8,Rajasthan,Chittorgarh, 9. Meera Temple  ," Meera Temple was constructed by Maharana Kumbha, the Rajput king during his rule making it both a historical and religious attraction. Kumbha Shyam and Meera temple are on the same ground enclosed in the Chittorgarh Fort. "
9,Rajasthan,Chittorgarh, 10. Bassi Wildlife Sanctuary , Bassi Wildlife Sanctuary is one of the most important natural reserves of Rajasthan. It is home to a variety of flora and fauna in the region. Tourists can also go on a Jeep safari arranged by the forest officials.  
10,Rajasthan,Chittorgarh, 11. Vijay Stambh , This monument is also known as the Victory Tower since it was built to mark the triumph of Chittorgarh over Mahmud Khilji in 1440. 
11,Rajasthan,Chittorgarh, 12. Sathis Deori Temple ," Sathis Deori Temple is a group of twenty seven temples dedicated to the Jain Teerthankaras. These ancient temples adorn beautiful carvings and splendid sculptures all over them, and the site has been declared as a World Heritage Site by UNESCO.  "
12,Rajasthan,Chittorgarh, 13. Kirti Stambh ," Chittor, in Rajsthan, is one of the most famous of all forts in India. Constructed in the Solanki style of architecture, it has numerous balconies and windows. Famous for the intricate carvings of the Digambar sect, this seven storied tower has a beautiful Adinatha statue on the second floor. "
13,Rajasthan,Chittorgarh, 14. Shyama Temple ," Located in Chittorgarh Fort, Shyama Temple is dedicated to Varaha, one of the incarnations (boar incarnation) of Lord Vishnu. "
14,Rajasthan,Chittorgarh, 15. Sanwariaji Temple ," Sanwariaji Temple is dedicated to Lord Krishna and is located in Mandaphia. Because of its location, devotees visit the temple in large numbers while commuting between Chittorgarh and Udaipur. The temple complex is a beautiful work of architecture and adorns colourful paintings and carvings that tourists find quite mesmerising.  "
15,Rajasthan,Chittorgarh, 16. Ratan Singh Palace , Ratan Singh Palace or Ratan Singh Mahal is a monument of immense historical importance located on the premises of the Chittorgarh Fort. Tourists are sure to get a glimpse of the lifestyle of the Rajasthani Royalties as they explore the magnificent monument.  
16,Rajasthan,Chittorgarh, 17. Menal ," Menal is a small village situated in the district of Chittorgarh. The hamlet is a major attraction in Rajasthan because of its ancient temples, traditional architecture, nature and the rich culture of Rajasthan.  "
17,Rajasthan,Chittorgarh, 18. Bhainsrorgarh Wildlife Sanctuary , Bhainsrorgarh Wildlife Sanctuary is one of the most important and world-renowned wildlife sanctuaries in Rajasthan since it was declared in 1983. The scenic location is a perfect attraction for nature lovers and photographers. 
18,Rajasthan,Chittorgarh, 19. Archaeological Museum , Archaeological Museum of Chittorgarh displays a valuable collection of artefacts belonging to the royalty of Chittorgarh. It is located inside the Chittor Fort and is visited quite often by history and archaeology enthusiasts.  
0,Rajasthan,Neemrana, 1. Neemrana Fort Palace ," Neemrana fort palace is the most famous attraction in Neemrana. Known for its beautiful construction and its magnificence, this fort has now been converted into a luxury heritage hotel. "
1,Rajasthan,Neemrana, 2. Zip Lining , Neemrana fort has facility available for adventure lovers. Zip line is an adventure one must should try. 
2,Rajasthan,Neemrana, 3. Baori , A very old and magnificent multi-storied structure compliments Neemrana. It has 170 steps and as we move down the construction seems to be smaller. Neemrana baori reflects the beauty of old architecture. 
3,Rajasthan,Neemrana, 4. Sariska National Park ," Sariska National Park, one of the most famous tiger reserve is located around 126 km from Neemrana and it could also be clubbed with your visit to Neemrana. "
4,Rajasthan,Neemrana, 5. Shopping in Neemrana ," Neemrana is your type of shopping destination if you are into local handicrafts and everything trendy. Rajasthan's famous ghagra choli's, accessories for trendy girls and ladies charms tourists the most. "
5,Rajasthan,Neemrana," 6. Bala Quila, Alwar "," This ancient fort is located on a stiff cliff above the city palace. Bala Quila fort has six gates namely, Jai Pol, Suraj Pol, Laxman Pol, Chand Pol, Krishen Pol and Andheri Gate, which is extended about 5 km from north to south and 1.6km from east to west.  "
0,Rajasthan,Alwar, 1. Bhangarh Fort ," Famous for the historical ruins and the ghost stories, Bhangarh has been regarded as the most haunted place in the country. It is located on the way between Jaipur and Delhi.  "
1,Rajasthan,Alwar, 2. Bala Quila Fort , Bala Quila Fort stands majestically about 1000 feet above the Alwar city. The fort has 15 large and 51 small towers and the entire structure is adorned with marble columns and lattice window balconies. 
2,Rajasthan,Alwar, 3. Sariska National Park ," Nestled in the Aravali Hills over an area of about 800 sq. Km covering the grasslands, dry deciduous forests, cliffs and rocky landscape, lays the Sariska National Park, now known as The Sariska Tiger Reserve. This area was once hunting preservation of The Maharaja of Alwar. The Reserve is known for its majestic Royal Bengal Tigers. It was declared as a national park in 1982.  "
3,Rajasthan,Alwar, 4. Siliserh Lake Palace ," An erstwhile royal palace and hunting lodge, Siliserh Lake palace has been converted into a heritage hotel owned by Rajasthan Tourism Development Corporation (RTDC). "
4,Rajasthan,Alwar, 5. Kesroli , The Hill Fort Kesroli is one of the rare heritage hotels in Alwar that has been in existence since the 14th century. Hill Fort-Kesroli is a great holiday choice for those looking for a relaxing weekend getaway from Delhi. 
5,Rajasthan,Alwar, 6. Moti Dungri ," Famous for its swanky palace, the Ganesh and Lakshmi Narayan temples, Moti dungri is a favourite spot of the tourist folk. Ganesh temple at the foot of the hill allures not only the devotees but also the sightseer with its picturesque settings. "
6,Rajasthan,Alwar, 7. Neelkanth Mahadeo Temple ," Neelkanth temple is located within the Tiger Reserve premises and though it is almost in ruins, locals still hold faith in this temple, and many other temples in the reserve. "
7,Rajasthan,Alwar, 8. Sariska Palace , Sariska Palace was the poaching lodge of the Maharaja of Alwar. The palace is much admired for its architectural grandeur and natural surroundings. 
8,Rajasthan,Alwar," 9. City Palace, Alwar "," City palace also known as Vinay Vilas Mahal, an architectural marvel and a lovely mix of Mughal and Rajasthani design, gives you a glimpse of the royal life style. "
9,Rajasthan,Alwar, 10. Vijay Mandir palace ," Situated at a distance of 10 kilometers from the center of the city of Alwar, Vijay Mandir Palace is said to have been built as a result of the whims of the eccentric King, Maharaja Jai Singh who was a patron of art and architecture and had a passion for beautiful palaces. "
10,Rajasthan,Alwar, 11. Moosi Maharani ki Chhatri , Chhatris are commonly used to depict the elements of pride and honor in the Rajput architecture of Rajasthan. 
11,Rajasthan,Alwar, 12. Company Bagh ," Company Bagh is one of the beautiful gardens of this sandy place which boasts of an outstanding formation, which is called Shimla house. "
12,Rajasthan,Alwar, 13. Pandu Pol ," Pandupol is a Hanuman temple, located inside Sariska jungles. Legend has it, that the Pandavas spent their time in exile ('Agyatvaas') - secret time - here. "
13,Rajasthan,Alwar, 14. Naldeshwar Shrine , This shrine is a little off the town and lies on the Sariska-Alwar highway. Cars and other means of transport will have to be left near the highway and the temple can be reached only by foot. 
14,Rajasthan,Alwar, 15. Garbhaji Falls ," Set amidst the jungle in the lap of the Aravalli Canal, Garbhaji Falls boasts of untouched natural beauty and pristine serenity. The mesmerising cascade of sparkling water falling through a rough terrain beneath several rocky boulders in a glade, is a sight beyond description and speaks for itself.  "
15,Rajasthan,Alwar, 16. Jai pol , This massive fortress also shows some exquisite doorways that were used as the entry points to this amazing citadel. 
16,Rajasthan,Alwar, 17. Churi Market , Churi market is the girly shopping market where again you get traditional Rajasthani clothes and accessories for women. 
17,Rajasthan,Alwar, 18. Bazaza Bazar ," Located at the center of the city, Bazaza Bazar is a wholesale market that sells traditional Rajasthani textile and jewelry items. "
18,Rajasthan,Alwar, 19. Malakhera Bazar ," Malakhera Bazar has all sorts of traditional Rajasthani handicraft products. You also get daily household products here such as utensils, rugs, brassware etc. "
19,Rajasthan,Alwar, 20. Sarafa Bazar ," Sarafa Bazar is the jewelry market of Alwar where you find a wide range of precious stones, semi-precious stones and diamond jewelry. "
20,Rajasthan,Alwar," 21. Government Museum, Alwar "," Situated in the vicinity of City Palace, the Government Museum in Alwar was established in 1940. Housing a brilliant collection of paintings, frescoes and artefacts, the museum boasts of rich ancient heritage of the royal families.  "
21,Rajasthan,Alwar, 22. Bhartrihari Temple ," Located near Sariska National Park, 30 kms away from the main city, Bhartrihari Temple is a venerated Hindu temple in Alwar. Believed to have been named after Bhartrihari Baba- the then ruler of Ujjain, the shrine is built in the traditional Rajasthani style. "
22,Rajasthan,Alwar, 23. Talvriksha ," Around 20 kms from the main city of Alwar, there is a hot water spring known as Taal Vriksha. Nestled in the lap of nature, amidst emerald green forests with the hills in the backdrop, the place is a cosy picturesque spot to spend a few moments of solitude.  "
23,Rajasthan,Alwar, 24. Fateh Jang Gumbad ," The tomb of Fateh Jang or Faeh Jang ka Gumbad is a memorial dedicated to Fateh Jang, a minister in the court of the Mughal Emperor Shah Jahan. A classic amalgamation of Indo- Islamic designs and Rajputana style, the tomb reflects brilliance and expertise.  "
24,Rajasthan,Alwar, 25. Karni Mata Temple ," Situated in the heart of the city, near Bala Qila and Sagar Palace, Karni Mata Mandir is revered Hindu site and a major tourist attraction in Alwar. Supposedly the fiercest incarnation of Goddess Kali, Karni Mata is the presiding deity of the temple.  "
25,Rajasthan,Alwar, 26. Narayani Mata Mandir ," Situated just next to Sariska National Park, 40 kms from the main city of Alwar, Narayani Mata Mandir is a much venerated temple. The temple is revered by the Sain samaj, and is the only one of its kind in the country.  "
0,Rajasthan,Ranakpur, 1. Ranakpur Jain Temple ," A site of great religious significance, Ranakpur Jain Temple is regarded as one of the major Jain pilgrimage site in India out of five. This temple is dedicated to Lord the first Jain Tirthankara, Lord Adinath. "
1,Rajasthan,Ranakpur, 2. Sadri ," A small town and municipality in the Pali District of Rajasthan, Sadri is one of the major worship places for the Jain Community and a landing place for the Ranakpur Jain Temple and Shri Parshuram Mahadev Mandir. It used to be under the reign of Sindhal Rathores. Sadri works as a gateway to Marwar from Mewar. "
2,Rajasthan,Ranakpur, 3. Surya Narayan Temple , Surya Narayan Temple is a beautiful temple projecting various wall murals on its wall of circular structures and is dedicated to Sun God. It also features a sculpture of Lord Surya riding a chariot with seven horses. 
3,Rajasthan,Ranakpur, 4. Shopping in Ranakpur ," Ranakpur is a small village but serves as a paradise for shopaholics. In fact once you are in the village, it is impossible for any shopping lover to come back empty handed. "
4,Rajasthan,Ranakpur, 5. Muchhal Mahavir Temple ," As the name suggests, Muchhal Mahavir Temple is dedicated to Lord Mahavir and is situated in the Kumbhalgarh Sanctuary. The prime attraction of the temple is an idol of Lord Mahavir with a moustache. "
5,Rajasthan,Ranakpur, 6. Narlai ," A small village situated at the foot of a hill around 6 km from Ranakpur, Narlai is a site known for its popular Hindu and Jain Temples. The Jain Temple that is present here is dedicated to first Jain Tirthankara, Lord Adinath. "
6,Rajasthan,Ranakpur, 7. Desuri ," Another town that is dotted with several beautiful temples, Desuri is situated nearly 16 km from Ranakpur town. The prime attractions of the place are three temples each dedicated to three different Hindu deities namely Lord Shiva, Lord Hanuman and Navi Mata. "
0,Rajasthan,Nathdwara, 1. Charbhuja ," Located in the outskirts of the main town of Nathdwara and in close proximity to the fort of Bor Rajputs, Charbhuja is a renowned temple in the city dedicated to Lord Vishnu, the protector of the Hindu triumvirate. "
1,Rajasthan,Nathdwara, 2. Shrinathji Temple ," Shrinathji Temple built in the 12th century in honour of Lord Krishna is an important pilgrimage site for the Hindus, especially the ones belonging to the Vaishnava caste. "
2,Rajasthan,Nathdwara, 3. Shopping in Nathdwara ," The town is very famous for its 'pichhwai' paintings, handmade terracotta's, ivory articles and milk-made sweets. Do get your hands on them, they'll prove to be a beautiful gift for your relatives. "
3,Rajasthan,Nathdwara, 4. The Eklingji temple ," The Eklingji temple is situated in the Eklingji town in close propinquity to the Eklingji Lake. It was constructed in honour of the main idol of the Sesodia Dynasty, Eklingji which is a form of Lord Shiva. "
4,Rajasthan,Nathdwara, 5. The Dwarkadheesh Temple ," The Dwarkadheesh Temple is another one of the temples that is of utmost significance to the Vaishnavas and the Vallabhacharya sect. Situated in Kankroli village near the Navchauki Dam, the architectural styles of this temple resemble to that of Shreeji ki Haveli. "
5,Rajasthan,Nathdwara, 6. Annakutta , The festival of Annakutta is celebrated with a lot of exuberance in this city. It is related to Lord Krishna and is celebrated with a lot of zeal and excitement in the temple of Shrinathji. The place is flocked by thousands of tourists and locals alike. 
0,Rajasthan,Khimsar, 1. Sand Dune Village , This so called separate village is actually an amazing place to be. It lies in the middle of endless expanse and one can spend forever just seeing the different shades of the sand. 
1,Rajasthan,Khimsar, 2. Khimsar Fort ," Situated in the great Thar Desert in the heart of rural India, Rajasthan, this unique 16th century fort depicts hundreds of years of history folded in its walls. One would be appalled by the beauty, the grandeur, the layout or the magnificence of this castle, encased in its battle-scarred walls.  The sand dunes and narrow countryside roads add up to the astonishing beauty of this Fort. Desert adventure sports, Wild life safaris and historic sightseeing tours are speciality activities of this area.  "
2,Rajasthan,Khimsar, 3. The Village ," In the center of the Khimsar village, there is an oasis type water body. It is a beautiful little small village having a couple of temples, namely the Sachhiyamata Temple and the Jain Temple. "
3,Rajasthan,Khimsar, 4. Nagaur Fort ," Nagaur Fort, also known as Ahhichatragarh Fort, is an ancient historical fort situated in Nagaur District in Rajasthan. Built by Mughal rulers Shahjahan and Akbar under the Kashatriya rulers, the fort is known for its striking architecture - its high walls and big campus. Nagaur Fort has been a witness to several historical battles and hence holds a significant place in history. Currently, it has been turned into a heritage monument and is one of the major tourist attractions in the city. "
0,Rajasthan,Jhunjhunu, 1. Rani Sati Temple ," Carrying the stories from the time of Mahabharata, this 400 years old temple situated in the hills of Jhunjhunu has an interesting story about its inception. "
1,Rajasthan,Jhunjhunu, 2. Haveli and forts ," There are a number of havelis and forts in Jhunjhunu, because of its history of bravery, the locals refer to it as the land of warriors. All these havelis and forts were built many years ago and have been maintained by either their owners or the state government. "
2,Rajasthan,Jhunjhunu, 3. Khetri Mahal ," Popularly known as the Wind Palace, the foundation bricks of this palace were laid by Bhopal Singh, the founder of Khetri in 1770. Made of marble, this palace is another beautiful work of architecture. "
3,Rajasthan,Jhunjhunu, 4. Lohargal ," Located aptly on the foothills of Aravali, this holy shrine of Hindus has a dense forest cover around it. It is known for its scenic beauty. It is said to be the birthplace oh Bhima, there is a holy water tank here. "
4,Rajasthan,Jhunjhunu, 5. Modi and Tiberwal Haveli ," Both these havelis are situated in the main bazaar of Jhunjhunu. With the foundation bricks laid in the late 16th century, the haveli showcase brilliant architectural art and design. "
0,Rajasthan,Osian, 1. Sachiya Mata Temple ," Sachiya Mata Temple of Osian is situated on a hill, towards the north-east of the Mahavira Temple is the most preferred attraction of the city. It is dedicated to the wife of Lord Indra, Goddess Sachiya Mata who is of equal significance to both Jains and Hindus. "
1,Rajasthan,Osian, 2. Surya Temple ," The Surya temple , located in Osian , near Jodhpur of Rajasthan is dedicated to the Sun God, Surya as the name suggests. It has the idol of Lord Surya and the idols of Lord Ganesha and Goddess Durga are also kept in the temple along  with it.The temple is also popularly known as ""Khajuraho of Rajasthan"". "
2,Rajasthan,Osian, 3. Kali Temple ," The Kali Temple is an ancient temple of the town, with its history dating back to 8th century AD. The temple is dedicated to Devi Kali who symbolizes empowerment and is a form of Goddess Durga. "
3,Rajasthan,Osian, 4. The Mahavira Temple ," The Mahavira Temple dates back to the Saka period in the 8th century when it was built in honour of the 24th Jain Tirthankara(God) of the Jain community, Lord Mahavira. "
4,Rajasthan,Osian, 5. Harihara Temples ," Harihara Temples, are a conglomeration of three temples dedicated to Lord Harihara. Located in the southern part of the town of Osian and the type of workmanship and architecture reflecting here are a class apart from the other temples of Osian. "
0,Rajasthan,Sikar, 1. Devgarh ,  
1,Rajasthan,Sikar, 2. Danta Ramgarh ," Famous for its magnificent fort, Danta Ramgarh is 51 km away from Sikar on the Sikar- Jaipur road. This fort was built in 1733 by Guman Singh Ladkhani, the view from the fort is absolutely stunning. "
2,Rajasthan,Sikar, 3. Harshnath Temple ," 14 km away from Sikar, the Harshnath temple is famous for still homing the remains of the Shiva temple from 10 AD. The architectural beauty of the temple is breathtaking, another Shiva temple nearby as built in the 18th century and enjoys a huge following. "
3,Rajasthan,Sikar, 4. Khatushyam Mandir ," Khatushyamji, Khatoo is a small village 65km away from Sikar. Built with white marbles, this is a popular temple dedicated to Shyam ji, a Hindu god considered to be equivalent to Lord Krishna. "
4,Rajasthan,Sikar, 5. Ganeswar ," 80km away from Sikar, Ganeswar is as much a pilgrimage site as is it is a picnic spot. The hot water sulphur spring here is very famous, it is said that a dip in this spring cures all the skin diseases and allergies of the visitor. "
0,Rajasthan,Jhalawar, 1. Jhalara Patan ," Situated about 7 km outside Jhalawar, Jhalar Patan is also known as the 'City of Temple Bells'. The enclosed township has some marvelous medieval temples built by yesteryear Rajputana Kings of the region. "
1,Rajasthan,Jhalawar, 2. Bhimsagar Dam ," The Bhimsagar Dam is located 24 km outside Jhalawar and is an excellent place to have a picnic with friends and family. The dams with its bustling water, its greenery and the flora around is a nice place to be at. "
2,Rajasthan,Jhalawar, 3. Jhalawar Fort ," A beautiful piece of Rajputana architecture, it is the epicenter of the city. Built in the middle of the of the 19th century, the Jhalawar Fort is the pride of the city of Jhalawar built by Maharajrana Madan Singh. "
3,Rajasthan,Jhalawar, 4. Shopping in Jhalawar ," Jhalawar is a nice to place shop for some traditional Bhil, Kota and Jhalwar art work. The folk handicraft work of the region is very nice and you can buy them as souvenirs. "
4,Rajasthan,Jhalawar," 5. Government Museum, Jhalawar ", A place that has preserved the history of Jhalawar and its surrounding region for almost a century now. The museum is one of the oldest in Rajasthan and was established in the year 1915. 
5,Rajasthan,Jhalawar, 6. Bhawani Natya Sthala ," Built in 1921 by the then Maharaja Bhawani Singh to promote art, theatre and culture. The building has become an iconic part of Jhalawar's identity. It was recently revived with many theatre shows happening in it. "
6,Rajasthan,Jhalawar, 7. RTDC Shop ," Jhalawar is know for its cane baskets, stone sculpting and hand cloth paintings which are beautiful. The Rajasthan Tourism shop offers all these to travelers for buying as souvenirs. "
7,Rajasthan,Jhalawar, 8. Gagron Fort ," Situated in the Jhalawar district of Rajasthan, Gagron Fort is a masterpiece of Rajput architecture and a striking example of hill and water fort. The fort is built on top of a hillock and offers a mesmerising 360 degree view of the landscape below. Besides a museum outside the fort gates, there is also a mausoleum of Sufi Saint Mitthe Shah.  "
0,Rajasthan,Churu, 1. Sethani ka Johara ," The region faced a terrible famine during 1956, Sethani ka johda is a water reservoir 3 km away from Ratangarh, it was built then by the widow of Bhagwan Das Bagla. "
1,Rajasthan,Churu, 2. Salasar Balaji ," Salasar Balaji or Salasar Dham is a temple located in the small town of Salasar near Sujangarh in Churu district, Rajasthan. Dedicated to Balaji, another name for Hanuman, this temple attracts innumerable devotees throughout the year. Salasar Dham is in a religious circuit of centers of Khatu Shyamji temple and Rani Sati Dadiji (Jhunjhunu) temple and the Salasar Dham (or Balaji). All are located at a close proximity to each Other.  "
2,Rajasthan,Churu, 3. Tal Chappar Sanctuary ," Spread across 719 hectares, Talchappar was declared a reserved land in 1962. Talchappar has a unique ecosystem, with mostly grass covering the land, it falls on the way of many migratory birds who while flying back to their home, stay on for a while or for an entire season. "
0,Rajasthan,Kota, 1. Seven Wonders Park ," A newly opened park and now a premier attraction of Kota, this park has replicas of the Seven Wonders of The World including Taj Mahal, Pyramids of Egypt, Eiffel Tower, Brazil's Christ the Redeemer, Statue of Liberty and Rome's Colosseum. "
1,Rajasthan,Kota, 2. Kishore Sagar and Jagmandir Palace , Kishore Sagar is an artificial picturesque lake dating back to 1346 constructed by the Bundi Prince Dehra Deh. It located by the side of attractive Brij Vilas palace museum. 
2,Rajasthan,Kota, 3. Garadia Mahadev ," Situated in Daulatganj near Kota, Garadiya Mahadev Temple is not just a revered Hindu temple but also a popular tourist spot because of its location at the scenic Chambal gorge. Perched at a height of 500 feet from the mean sea level on a picturesque cliff, the temple is enshrined by Hindu God Shiva. Boasting of immense scenic beauty, views of the virgin green plains sprawling all over and flanked by river Chambal on the side, the place is one of the most ideal picnic spots in the region. The presence of several peacocks and other avian species attract a lot of birdwatchers and photography buffs. Considered to be the best place to relax and unwind, the vantage point is surely a must- visit.  "
3,Rajasthan,Kota, 4. Kota Barrage ," One of the most popular place among the locals, Kota Barrage is frequented for its peaceful evenings along the riverside. Kota Barrage is a dam built on Chambal River and is located quite close to the main city. "
4,Rajasthan,Kota, 5. Chambal Gardens ," Chambal Garden, a beautiful garden in the backdrop of Chambal river, is a much sought picnic spot in Kota. The garden located at Amar Niwas on the landscape of Chambal river encloses a well maintained pond, a habitat for crocodiles. "
5,Rajasthan,Kota, 6. Khade Ganesh Ji Temple ," Believed to be more than 600 years old idol, Khade Ganesh is one of the most important religious place in Kota. "
6,Rajasthan,Kota," 7. City Palace, Kota "," A confabulation of Mughal and Rajasthani architecture and art, the City Palace is a monument of the glorious royal past of the Kota city. City palace is a fantastic landmark in Kota attracting thousands of tourists every year. "
7,Rajasthan,Kota, 8. Chambal River Safari ," The Chambal River Safari, organised across the Chambal River near Kota, Rajasthan, includes exploring the river on a boat while being surrounded by greenery, sandbanks and ravines. The one hour river safari lets you experience close to 300 migratory and resident birds along with Ghariyals, crocodiles and more. "
8,Rajasthan,Kota, 9. Kaithoon , Kaithoon is renowned for the specialized designer hand woven saris named as Kota Doria saris. These saris are hand woven with real gold threads. The textile weaving rules this place. 
9,Rajasthan,Kota, 10. Godavari Dham Temple ," Located in Dadabari in Kota, Godavari Dham Temple is dedicated to Lord Hanuman and is based on the banks of river Chambal. The temple hosts a special morning and midnight aarti on Tuesdays and Saturdays which is attended by hundreds of pilgrims. Besides, the temple also houses idols of several other gods and goddesses including Lord Shiva, Bhairav, Ganpati etc. "
10,Rajasthan,Kota, 11. Gaipernath Waterfall ," Gaipernath Waterfall is situated near Kota city centre in Kota. It is a picturesque tourist spot popular for picnics, small treks, nature photography and the like. The ideal time to visit the waterfall is during monsoons when the rains refurbish the water reserves and you can experience the cascading falls in all its glory. You can also take a dip in the freshwater at the base. "
11,Rajasthan,Kota, 12. Government Museum Kota ," Housed in the premises of Brijvilas Palace near Kishore Sagar in Kota, Government Museum is a perfect depiction of the culture and history of Rajasthan. The museum is replete with artefacts, archaeological findings, documents, coins and other valuable exhibits. One of the most prominent exhibit is the statue brought from Baroli. Photography is prohibited. "
12,Rajasthan,Kota, 13. Rao Madho Singh Museum ," Housed in the premises of Old Palace of Kota, Rao Madho Singh Museum boasts of an incredible collection of rich artefacts and documents depicting the history and culture of Rajasthan. Silver figurines, terracotta figures, coins, sculptures and manuscripts attracts the students, historians and tourists alike. The museum sprawls over two storeys in several galleries. "
13,Rajasthan,Kota, 14. Mathuradheesh Mandir ," Mathuradheesh Mandir is a Vallabh sect temple in Rampura, Kota, believed to have been constructed by the Rajput Kings. The temple is enshrined by Mathuradheesh - an incarnation of Lord Krishna. It is also believed that Lord Vishnu took his eighth incarnation as Lord Krishna. The temple follows the rituals and customs of the Vaishnava culture. "
14,Rajasthan,Kota, 15. Darrah Wildlife Sanctuary ," Darrah Wildlife Sanctuary is situated around 56 kms away from Kota near Bundi. The sanctuary boasts of a rich wildlife and is home to asiatic elephant, sambar deer, elks etc among several other exotic animal and plant species. The sanctuary is mostly popular for wildlife safaris, treks and sightseeing. Initially it was used as a hunting ground by the Royal families. "
15,Rajasthan,Kota, 16. Kansua Temple , Kansua Temple is one of the most ancient temples near Bundi in Kota which is enshrined by Lord Shiva. The temple houses a shivalinga which has four heads; it is believed that the shrine was constructed by the Pandavas when they visited Kota during their exile. The temple is built just right by River Chambal and is also known as Karneshwar Temple. 
16,Rajasthan,Kota, 17. Shivpuri Dham ," Shivpuri Dham is one the ancient most and unique temple in Kota. It has as many as 525 shivalingas at one place. The place is thronged by pilgrims and devotees all through the year; however, the busiest time of the year is Shivratri or Rasleela. Between the shivalingas, there is a huge statue of God Pashupati Nath. "
17,Rajasthan,Kota, 18. Raniji Ki Baoli ," Raniji Ki Baoli is an ancient baoli (stepwell) near Kota in Bundi. It was built by the Rajputs and boasts of a striking architecture. The baoli has a narrow gateway lined with four sturdy pillars and slender arched on the high roof. A flight of stairs descend into a part well, part temple and part palace with scarce water reserves. Raniji Ki Baoli is an important heritage monument of the city. "
0,Rajasthan,Nawalgarh," 1. Sheesh Mahal, Nawalgarh ",  
1,Rajasthan,Nawalgarh, 2. Morarka Haveli ,  
2,Rajasthan,Nawalgarh, 3. The Poddar Haveli ,  
3,Rajasthan,Nawalgarh, 4. Roop Niwas Palace ,  
0,Rajasthan,Fatehpur, 1. Nadine Cultural Centre ,  
1,Rajasthan,Fatehpur, 2. Dholi Sati Dadi Mandir ,  
2,Rajasthan,Fatehpur, 3. Temples in Fatehpur ,  
3,Rajasthan,Fatehpur," 4. Havelis, Fatehpur ",  
0,Rajasthan,Deeg, 1. Havelis ,  
1,Rajasthan,Deeg, 2. Deeg Fort ,  
2,Rajasthan,Deeg, 3. Bharatpur ,  
0,Sikkim,Gangtok, 1. Nathula Pass ," This is a pass which connects Tibet with Sikkim at a height of 4310 m. Nathu La Pass was once the part of the ancient Silk Route. To visit this place, one need to collect a permit from Gangtok and only Indian citizens are permitted to see the Indian side of the pass and that too just on Wednesdays, Thursdays, Saturdays and Sundays. "
